,config,score
357,"[(0, 1, 0), (2, 0, 2, 24), 't']",1.2841175053366936
358,"[(2, 0, 2), (2, 1, 1, 24), 't']",1.2859589086932532
359,"[(2, 1, 0), (2, 0, 2, 24), 't']",1.2873683576305304
360,"[(2, 0, 0), (1, 0, 2, 24), 'n']",1.2912386497954615
361,"[(0, 1, 1), (2, 0, 2, 24), 'ct']",1.291249755851233
362,"[(1, 1, 0), (2, 0, 2, 24), 'ct']",1.2916869600241239
363,"[(1, 1, 2), (2, 1, 1, 24), 'c']",1.2943665956741883
364,"[(1, 1, 0), (2, 0, 2, 24), 't']",1.2978552517721247
365,"[(0, 1, 2), (2, 0, 2, 24), 't']",1.2985304850063568
366,"[(0, 1, 0), (2, 0, 2, 24), 'ct']",1.3003341263204042
367,"[(0, 1, 0), (2, 0, 2, 24), 'n']",1.3003682920504134
368,"[(2, 0, 1), (0, 0, 0, 24), 'c']",1.3018540252328488
369,"[(2, 1, 0), (2, 0, 2, 24), 'ct']",1.3022293565888605
370,"[(1, 0, 2), (1, 0, 2, 24), 'n']",1.3023104748445367
371,"[(1, 0, 1), (1, 0, 2, 24), 'n']",1.3047470321897858
372,"[(1, 1, 0), (2, 0, 2, 24), 'n']",1.3048095372407706
373,"[(1, 1, 1), (2, 0, 2, 24), 'n']",1.3061684605019597
374,"[(0, 1, 0), (1, 0, 1, 24), 'n']",1.3066704818194894
375,"[(0, 1, 0), (2, 0, 2, 24), 'c']",1.3079743700092417
376,"[(1, 0, 0), (1, 0, 1, 24), 'c']",1.3088670843805996
377,"[(1, 0, 1), (1, 0, 1, 24), 'c']",1.309201973855594
378,"[(1, 1, 0), (2, 0, 2, 24), 'c']",1.309899068130985
379,"[(2, 0, 0), (1, 0, 1, 24), 'c']",1.3100578305276107
380,"[(0, 1, 0), (1, 0, 1, 24), 'c']",1.313267306868088
381,"[(2, 1, 1), (2, 0, 2, 24), 'n']",1.3151706663123734
382,"[(0, 1, 2), (2, 0, 2, 24), 'ct']",1.3151780061330824
383,"[(1, 1, 0), (1, 0, 1, 24), 'n']",1.3162261044503845
384,"[(1, 1, 0), (1, 0, 1, 24), 'c']",1.3179130436867308
385,"[(1, 1, 0), (1, 0, 1, 24), 't']",1.318396783943306
386,"[(0, 1, 0), (1, 0, 2, 24), 'n']",1.3185676573510359
387,"[(2, 0, 2), (2, 1, 1, 24), 'ct']",1.3191415902229182
388,"[(0, 1, 1), (1, 0, 2, 24), 'n']",1.3215786654015311
389,"[(2, 1, 0), (1, 0, 2, 24), 'n']",1.3216677944607818
390,"[(0, 1, 0), (2, 0, 1, 24), 'n']",1.322535518454254
391,"[(0, 1, 1), (1, 0, 2, 24), 't']",1.3225599011577522
392,"[(0, 1, 1), (1, 0, 1, 24), 'n']",1.3246194909035194
393,"[(0, 1, 1), (1, 0, 2, 24), 'c']",1.324806507067331
394,"[(2, 0, 1), (1, 0, 0, 24), 'c']",1.3255268269355251
395,"[(1, 1, 0), (1, 0, 2, 24), 'n']",1.3259015357021382
396,"[(0, 1, 0), (1, 0, 2, 24), 'c']",1.3259949498333365
397,"[(2, 0, 1), (0, 0, 1, 24), 'c']",1.3264468228113429
398,"[(0, 1, 2), (1, 0, 2, 24), 'n']",1.326531981867843
399,"[(1, 0, 0), (2, 0, 2, 24), 'c']",1.3269781821800761
400,"[(1, 1, 2), (1, 0, 2, 24), 'n']",1.328288565893278
401,"[(2, 1, 0), (2, 0, 2, 24), 'n']",1.3289598012711927
402,"[(2, 1, 1), (2, 0, 2, 24), 't']",1.3290317798579896
403,"[(2, 1, 0), (1, 0, 2, 24), 'c']",1.3292463095259872
404,"[(0, 1, 0), (1, 0, 2, 24), 't']",1.329435623728077
405,"[(0, 1, 2), (1, 0, 2, 24), 'c']",1.329549104904767
406,"[(2, 0, 1), (1, 0, 1, 24), 'c']",1.3299842399493427
407,"[(2, 0, 1), (0, 1, 2, 24), 't']",1.3308623393393926
408,"[(2, 1, 1), (1, 0, 1, 24), 'c']",1.3317414527924716
409,"[(0, 1, 1), (1, 0, 1, 24), 'c']",1.3320648172528298
410,"[(2, 1, 2), (2, 0, 2, 24), 'n']",1.3326264263459315
411,"[(0, 1, 2), (2, 0, 2, 24), 'n']",1.332948809618464
412,"[(1, 1, 0), (1, 0, 2, 24), 'c']",1.3333479910789225
413,"[(0, 1, 0), (1, 0, 1, 24), 'ct']",1.3335393188503797
414,"[(2, 1, 0), (2, 0, 2, 24), 'c']",1.3340161688540855
415,"[(0, 1, 0), (1, 0, 1, 24), 't']",1.334726197641731
416,"[(0, 1, 1), (2, 0, 2, 24), 'n']",1.335395704539441
417,"[(2, 0, 2), (1, 0, 2, 24), 'n']",1.3365049739141832
418,"[(0, 1, 2), (2, 0, 2, 24), 'c']",1.3371423919294292
419,"[(2, 1, 0), (1, 0, 2, 24), 'ct']",1.337173474721112
420,"[(1, 1, 1), (1, 0, 1, 24), 'n']",1.3378556568653543
421,"[(1, 0, 0), (2, 0, 2, 24), 't']",1.3378619895578825
422,"[(0, 1, 1), (2, 0, 2, 24), 'c']",1.34047353249779
423,"[(2, 1, 0), (1, 0, 2, 24), 't']",1.3414005750080977
424,"[(2, 1, 1), (1, 0, 1, 24), 'n']",1.342835237832661
425,"[(1, 0, 2), (2, 0, 2, 24), 'c']",1.3433014795791676
426,"[(0, 1, 2), (1, 0, 2, 24), 't']",1.3435269741621831
427,"[(0, 1, 0), (1, 0, 2, 24), 'ct']",1.3441640609879943
428,"[(1, 0, 0), (2, 0, 1, 24), 'n']",1.3444936852225728
429,"[(1, 0, 2), (2, 1, 0, 24), 'n']",1.3447388775297924
430,"[(1, 0, 1), (1, 0, 2, 24), 'c']",1.344808989246075
431,"[(1, 0, 0), (2, 1, 0, 24), 'n']",1.3450398237133516
432,"[(0, 1, 1), (1, 0, 2, 24), 'ct']",1.345080887748738
433,"[(1, 1, 0), (1, 0, 2, 24), 't']",1.3452555821387777
434,"[(1, 0, 1), (2, 1, 0, 24), 'n']",1.3459090240366596
435,"[(1, 0, 2), (2, 0, 1, 24), 'n']",1.345996701080523
436,"[(1, 1, 0), (2, 0, 1, 24), 'n']",1.346109910383801
437,"[(1, 1, 0), (2, 0, 1, 24), 't']",1.3467355646125354
438,"[(0, 1, 2), (2, 0, 1, 24), 'n']",1.3476960985021633
439,"[(2, 0, 2), (1, 0, 0, 24), 'c']",1.348495737947066
440,"[(1, 0, 1), (2, 0, 2, 24), 't']",1.3491818140718612
441,"[(0, 1, 2), (1, 0, 1, 24), 'n']",1.349314966280715
442,"[(1, 0, 2), (1, 0, 1, 24), 'c']",1.3495123888411595
443,"[(0, 1, 1), (2, 0, 1, 24), 't']",1.3501751621232831
444,"[(0, 1, 2), (2, 0, 1, 24), 'ct']",1.3507105819840652
445,"[(1, 0, 2), (1, 0, 2, 24), 'c']",1.350956887567891
446,"[(2, 0, 0), (2, 0, 2, 24), 't']",1.3511857373357496
447,"[(0, 1, 1), (1, 0, 1, 24), 't']",1.351849662711635
448,"[(1, 1, 2), (2, 0, 2, 24), 't']",1.3518503908669215
449,"[(1, 1, 2), (1, 0, 2, 24), 't']",1.3521116715606822
450,"[(1, 1, 0), (1, 0, 2, 24), 'ct']",1.3521415564969372
451,"[(2, 1, 2), (1, 0, 2, 24), 'n']",1.3522138923354905
452,"[(1, 0, 2), (2, 0, 2, 24), 't']",1.3527773656538649
453,"[(0, 1, 2), (1, 0, 1, 24), 'c']",1.352977719678811
454,"[(2, 0, 1), (2, 1, 1, 24), 't']",1.3532124325410433
455,"[(2, 0, 2), (2, 0, 1, 24), 'c']",1.3542400673395003
456,"[(0, 1, 1), (2, 0, 1, 24), 'n']",1.354331861645259
457,"[(2, 0, 1), (0, 1, 2, 24), 'ct']",1.3545580299544067
458,"[(1, 0, 0), (1, 0, 2, 24), 'c']",1.3550269753454918
459,"[(1, 1, 0), (1, 0, 1, 24), 'ct']",1.3551414753458764
460,"[(0, 1, 2), (2, 0, 1, 24), 'c']",1.355152861754124
461,"[(0, 1, 0), (2, 0, 1, 24), 't']",1.3554018670296322
462,"[(1, 0, 0), (2, 1, 0, 24), 'c']",1.3557118195397755
463,"[(1, 0, 2), (2, 1, 0, 24), 'c']",1.3563976763427348
464,"[(2, 0, 0), (1, 0, 2, 24), 'c']",1.3566084191301087
465,"[(1, 1, 2), (2, 0, 2, 24), 'n']",1.3567370943262638
466,"[(1, 0, 1), (2, 1, 0, 24), 'c']",1.3567662253374269
467,"[(2, 1, 0), (1, 0, 1, 24), 'n']",1.3572874113877973
468,"[(1, 0, 1), (2, 0, 1, 24), 'n']",1.3573757755273321
469,"[(0, 1, 2), (2, 0, 1, 24), 't']",1.3581926944438787
470,"[(2, 1, 1), (2, 0, 2, 24), 'c']",1.358372417680487
471,"[(0, 1, 2), (1, 0, 2, 24), 'ct']",1.3586416599874054
472,"[(2, 1, 0), (2, 0, 1, 24), 'n']",1.3592001903016917
473,"[(0, 1, 0), (2, 0, 1, 24), 'c']",1.3600293684410492
474,"[(2, 0, 1), (1, 0, 2, 24), 'n']",1.3605974426889627
475,"[(1, 1, 2), (1, 0, 1, 24), 'n']",1.3606090281813459
476,"[(2, 1, 0), (1, 0, 1, 24), 'c']",1.3609917068706923
477,"[(2, 0, 0), (2, 0, 1, 24), 'n']",1.3610312708814114
478,"[(0, 1, 1), (2, 0, 1, 24), 'c']",1.361902078986436
479,"[(1, 0, 2), (1, 0, 1, 24), 't']",1.3619282301416502
480,"[(2, 1, 1), (2, 0, 1, 24), 'n']",1.3622621709598524
481,"[(1, 1, 2), (1, 0, 1, 24), 'c']",1.3624367223039373
482,"[(0, 1, 0), (2, 0, 1, 24), 'ct']",1.3624481106364437
483,"[(2, 1, 0), (2, 0, 1, 24), 'c']",1.3625717085980216
484,"[(1, 1, 1), (2, 0, 2, 24), 'c']",1.363365169191206
485,"[(0, 1, 2), (1, 0, 1, 24), 'ct']",1.364364595780336
486,"[(1, 0, 2), (2, 0, 1, 24), 'c']",1.3651038210433541
487,"[(2, 0, 1), (1, 0, 1, 24), 'n']",1.3656199788257872
488,"[(0, 1, 2), (1, 0, 1, 24), 't']",1.366861675993279
489,"[(1, 1, 1), (1, 0, 1, 24), 'c']",1.3671936201676789
490,"[(1, 1, 2), (2, 0, 1, 24), 'n']",1.3674087268318367
491,"[(2, 1, 1), (1, 0, 2, 24), 'n']",1.3677421666840348
492,"[(2, 0, 2), (1, 0, 1, 24), 'c']",1.3681882227241122
493,"[(1, 1, 2), (2, 0, 2, 24), 'ct']",1.3683000045485532
494,"[(1, 1, 1), (1, 0, 2, 24), 'n']",1.3685640401844419
495,"[(1, 0, 0), (2, 1, 0, 24), 't']",1.3693400777883342
496,"[(1, 1, 1), (2, 0, 2, 24), 't']",1.3696487882058777
497,"[(1, 0, 2), (2, 1, 0, 24), 't']",1.3703616149372524
498,"[(1, 0, 1), (2, 1, 0, 24), 't']",1.3707251042682467
499,"[(1, 1, 1), (1, 0, 2, 24), 't']",1.3716059633615345
500,"[(2, 1, 2), (2, 0, 1, 24), 'n']",1.3729877891244426
501,"[(2, 0, 0), (2, 0, 2, 24), 'c']",1.3735503757568919
502,"[(0, 1, 0), (2, 1, 0, 24), 'n']",1.373583740136738
503,"[(2, 0, 1), (2, 0, 1, 24), 'n']",1.3741424774095299
504,"[(0, 1, 1), (2, 1, 0, 24), 'n']",1.3746620870017177
505,"[(1, 0, 1), (2, 0, 2, 24), 'c']",1.3751512541713236
506,"[(1, 0, 0), (2, 0, 1, 24), 'c']",1.3752504788339113
507,"[(2, 0, 0), (2, 1, 0, 24), 'n']",1.3758594942471556
508,"[(1, 0, 2), (2, 0, 1, 24), 't']",1.3761085429605737
509,"[(1, 1, 2), (1, 0, 2, 24), 'c']",1.3765755097215775
510,"[(2, 0, 1), (2, 1, 0, 24), 'n']",1.3768026978464045
511,"[(0, 1, 2), (2, 1, 0, 24), 'n']",1.3770203851054263
512,"[(1, 0, 1), (2, 0, 1, 24), 'c']",1.3770602849366584
513,"[(0, 1, 0), (2, 1, 0, 24), 'c']",1.3774455632822795
514,"[(1, 1, 2), (1, 0, 1, 24), 't']",1.377948822112356
515,"[(0, 1, 1), (2, 1, 0, 24), 'c']",1.3784833468475284
516,"[(2, 1, 0), (2, 0, 1, 24), 't']",1.3790162688395466
517,"[(0, 1, 1), (1, 0, 1, 24), 'ct']",1.3791288637583359
518,"[(1, 0, 1), (1, 0, 2, 24), 't']",1.379693360828798
519,"[(0, 1, 2), (2, 1, 0, 24), 'c']",1.380840791209492
520,"[(1, 0, 2), (1, 0, 2, 24), 't']",1.3809440971574165
521,"[(0, 1, 0), (2, 1, 0, 24), 't']",1.38136446487048
522,"[(0, 1, 1), (2, 1, 0, 24), 'ct']",1.3816795771292791
523,"[(0, 1, 0), (2, 1, 0, 24), 'ct']",1.381804555574871
524,"[(1, 1, 2), (1, 0, 2, 24), 'ct']",1.38201962277228
525,"[(0, 1, 2), (2, 1, 0, 24), 't']",1.382501764047494
526,"[(0, 1, 1), (2, 1, 0, 24), 't']",1.3831990704331196
527,"[(2, 1, 0), (1, 0, 1, 24), 't']",1.383700411819557
528,"[(1, 1, 1), (2, 0, 1, 24), 'n']",1.3853660671803738
529,"[(2, 0, 2), (2, 0, 1, 24), 'n']",1.385381113040405
530,"[(0, 1, 2), (2, 1, 0, 24), 'ct']",1.3855628797753912
531,"[(2, 0, 0), (2, 0, 1, 24), 'c']",1.3856365143756761
532,"[(1, 1, 0), (2, 0, 1, 24), 'c']",1.3868486980423833
533,"[(0, 0, 2), (2, 1, 1, 24), 'n']",1.3879582819239382
534,"[(2, 0, 2), (2, 1, 0, 24), 'n']",1.38798308959032
535,"[(1, 0, 0), (2, 0, 1, 24), 't']",1.3880490920291233
536,"[(1, 0, 2), (2, 1, 0, 24), 'ct']",1.3889834505192336
537,"[(1, 1, 1), (2, 0, 2, 24), 'ct']",1.3893790535159372
538,"[(1, 0, 1), (2, 1, 0, 24), 'ct']",1.3905481548916807
539,"[(2, 1, 0), (1, 0, 1, 24), 'ct']",1.3907011939650016
540,"[(2, 0, 0), (2, 1, 0, 24), 'c']",1.39084523451542
541,"[(1, 1, 0), (2, 0, 1, 24), 'ct']",1.39093254022532
542,"[(2, 0, 1), (2, 1, 0, 24), 'c']",1.3916537880412176
543,"[(2, 1, 2), (2, 1, 0, 24), 'c']",1.3922937753616966
544,"[(2, 1, 2), (1, 0, 2, 24), 'c']",1.3924788260186474
545,"[(1, 0, 0), (2, 1, 0, 24), 'ct']",1.3927901110415137
546,"[(1, 1, 2), (2, 0, 1, 24), 'c']",1.3943426268263348
547,"[(1, 1, 1), (2, 0, 1, 24), 'c']",1.3943718062520931
548,"[(2, 0, 0), (2, 0, 1, 24), 't']",1.396300597472515
549,"[(2, 1, 2), (2, 0, 2, 24), 'c']",1.3976271546865573
550,"[(2, 1, 2), (0, 0, 1, 24), 'n']",1.399877614989831
551,"[(2, 0, 1), (2, 0, 1, 24), 'c']",1.3999973052447265
552,"[(2, 1, 2), (2, 0, 2, 24), 'ct']",1.400015242543243
553,"[(2, 0, 0), (2, 1, 0, 24), 't']",1.401398056656543
554,"[(2, 1, 1), (2, 0, 1, 24), 'c']",1.4019996046133791
555,"[(2, 0, 1), (2, 1, 0, 24), 't']",1.4020034954421678
556,"[(1, 0, 0), (1, 0, 2, 24), 't']",1.4025693841545106
557,"[(1, 1, 1), (1, 0, 2, 24), 'c']",1.4026686391782643
558,"[(1, 1, 0), (2, 1, 0, 24), 'n']",1.4033747290089524
559,"[(2, 1, 2), (2, 0, 2, 24), 't']",1.4045695880086262
560,"[(2, 0, 2), (2, 0, 2, 24), 't']",1.4051222090091333
561,"[(2, 1, 0), (2, 0, 1, 24), 'ct']",1.4051537812733468
562,"[(1, 1, 0), (2, 1, 0, 24), 'c']",1.405692191673867
563,"[(1, 1, 2), (2, 0, 2, 24), 'c']",1.40625245240825
564,"[(1, 1, 1), (2, 1, 0, 24), 't']",1.4064703684937059
565,"[(2, 1, 1), (2, 1, 0, 24), 'n']",1.4067482297305356
566,"[(2, 1, 0), (2, 1, 0, 24), 'n']",1.4079023070580823
567,"[(2, 0, 2), (2, 1, 0, 24), 'c']",1.4084843048100057
568,"[(2, 1, 1), (2, 1, 0, 24), 'c']",1.4092359974670425
569,"[(1, 1, 0), (2, 1, 0, 24), 't']",1.4101312433241158
570,"[(2, 1, 0), (2, 1, 0, 24), 'c']",1.4103873046824087
571,"[(2, 0, 1), (2, 0, 2, 24), 'c']",1.4104585536000822
572,"[(1, 1, 1), (2, 1, 0, 24), 'ct']",1.4111732956592842
573,"[(2, 1, 1), (2, 1, 0, 24), 't']",1.4118662993690856
574,"[(1, 1, 0), (2, 1, 0, 24), 'ct']",1.412916096282517
575,"[(1, 0, 0), (1, 0, 1, 24), 't']",1.4130355662445773
576,"[(0, 0, 2), (2, 1, 2, 24), 'n']",1.413062495685299
577,"[(2, 1, 1), (2, 0, 2, 24), 'ct']",1.4145929313885162
578,"[(2, 1, 1), (1, 0, 2, 24), 'c']",1.4150631966492886
579,"[(2, 1, 0), (2, 1, 0, 24), 't']",1.415223582318812
580,"[(2, 0, 1), (2, 1, 0, 24), 'ct']",1.4167180062587075
581,"[(1, 1, 2), (2, 1, 0, 24), 'ct']",1.4176504568151747
582,"[(0, 0, 2), (2, 1, 1, 24), 'c']",1.4189180490923674
583,"[(0, 1, 1), (2, 0, 1, 24), 'ct']",1.4194773291333815
584,"[(2, 0, 0), (2, 1, 0, 24), 'ct']",1.421923261440731
585,"[(2, 0, 0), (1, 0, 2, 24), 't']",1.425298430893257
586,"[(2, 0, 2), (2, 1, 0, 24), 't']",1.4270243318959661
587,"[(1, 1, 1), (2, 0, 1, 24), 't']",1.4273183494333532
588,"[(2, 1, 0), (2, 1, 0, 24), 'ct']",1.4275352377367585
589,"[(2, 1, 1), (2, 1, 0, 24), 'ct']",1.4298460337471715
590,"[(1, 1, 2), (2, 1, 0, 24), 't']",1.4306224007300783
591,"[(2, 1, 2), (0, 0, 1, 24), 'c']",1.4330252015010756
592,"[(2, 1, 2), (2, 1, 1, 24), 't']",1.4356101037339277
593,"[(2, 0, 2), (2, 1, 0, 24), 'ct']",1.4365124958673583
594,"[(1, 1, 2), (2, 1, 0, 24), 'n']",1.4373201537542784
595,"[(0, 0, 2), (2, 1, 1, 24), 'ct']",1.439125244955087
596,"[(0, 0, 1), (2, 1, 1, 24), 'n']",1.4406981035278663
597,"[(0, 0, 1), (2, 1, 1, 24), 'c']",1.4408506522453124
598,"[(2, 0, 2), (0, 0, 0, 24), 't']",1.441732518690729
599,"[(2, 1, 2), (2, 0, 1, 24), 'c']",1.4425966374216863
600,"[(2, 1, 2), (1, 0, 2, 24), 't']",1.4437110997623983
601,"[(1, 0, 1), (2, 0, 1, 24), 't']",1.4459435312787832
602,"[(0, 0, 2), (2, 0, 2, 24), 'n']",1.4459985745752872
603,"[(0, 0, 1), (2, 1, 2, 24), 'n']",1.4460466721416416
604,"[(0, 0, 1), (2, 1, 1, 24), 'ct']",1.4476315699621332
605,"[(2, 0, 0), (1, 0, 1, 24), 't']",1.44789240420252
606,"[(1, 1, 1), (2, 1, 0, 24), 'c']",1.447929925581269
607,"[(2, 1, 2), (2, 1, 0, 24), 'n']",1.4481138677450092
608,"[(2, 1, 2), (2, 1, 1, 24), 'ct']",1.4493599628088858
609,"[(2, 1, 2), (2, 0, 1, 24), 't']",1.450378553472133
610,"[(0, 0, 2), (2, 1, 1, 24), 't']",1.4521177815989539
611,"[(2, 1, 1), (1, 0, 2, 24), 't']",1.4532303496984635
612,"[(2, 0, 2), (0, 0, 1, 24), 't']",1.4535782569549935
613,"[(2, 0, 1), (1, 0, 1, 24), 't']",1.4537339538009568
614,"[(1, 1, 1), (2, 1, 0, 24), 'n']",1.456166765062964
615,"[(1, 1, 1), (1, 0, 1, 24), 't']",1.4575216523117482
616,"[(1, 0, 2), (2, 0, 2, 24), 'ct']",1.4600015218175086
617,"[(2, 1, 1), (1, 0, 2, 24), 'ct']",1.4603932014157852
618,"[(2, 1, 2), (0, 0, 0, 24), 'n']",1.460531539152175
619,"[(2, 0, 2), (1, 0, 2, 24), 'c']",1.461656863896659
620,"[(2, 1, 2), (2, 1, 0, 24), 'ct']",1.4634814009738504
621,"[(2, 0, 1), (1, 0, 2, 24), 'c']",1.463924757603706
622,"[(2, 1, 2), (0, 0, 0, 24), 't']",1.4640655264418942
623,"[(2, 1, 2), (0, 0, 0, 24), 'ct']",1.4650280526534145
624,"[(2, 1, 2), (0, 0, 0, 24), 'c']",1.4653334694028652
625,"[(1, 0, 1), (1, 0, 1, 24), 't']",1.466281142640003
626,"[(2, 1, 2), (1, 0, 1, 24), 'n']",1.4690720463157185
627,"[(1, 1, 2), (0, 0, 0, 24), 'n']",1.4706500945712044
628,"[(0, 0, 1), (2, 1, 1, 24), 't']",1.4713690463386484
629,"[(1, 1, 2), (0, 0, 0, 24), 'c']",1.4731895631990246
630,"[(1, 1, 2), (0, 0, 0, 24), 't']",1.4737660275677844
631,"[(2, 0, 1), (2, 0, 0, 24), 'c']",1.4740626534102477
632,"[(2, 0, 2), (0, 0, 0, 24), 'n']",1.474348806973777
633,"[(2, 0, 2), (0, 0, 1, 24), 'n']",1.4744658729891076
634,"[(2, 0, 1), (0, 0, 0, 24), 't']",1.4750818300014594
635,"[(1, 1, 2), (0, 0, 1, 24), 'n']",1.47662595335922
636,"[(2, 0, 2), (1, 0, 0, 24), 't']",1.4769268979874002
637,"[(2, 1, 1), (2, 0, 1, 24), 't']",1.4770413668543163
638,"[(0, 0, 1), (2, 1, 2, 24), 'c']",1.4772996704689283
639,"[(2, 0, 1), (1, 0, 1, 24), 'ct']",1.4787089588365094
640,"[(2, 1, 2), (0, 0, 1, 24), 'ct']",1.4790317765091263
641,"[(2, 1, 2), (1, 0, 2, 24), 'ct']",1.4793998526100007
642,"[(0, 0, 2), (2, 1, 0, 24), 'n']",1.4795950718605446
643,"[(1, 1, 2), (0, 0, 1, 24), 'c']",1.4797208473172774
644,"[(2, 1, 1), (1, 0, 1, 24), 'ct']",1.4805281732305633
645,"[(2, 1, 2), (2, 1, 0, 24), 't']",1.4805428246009222
646,"[(0, 0, 2), (2, 1, 2, 24), 'c']",1.4810069434077386
647,"[(1, 1, 2), (0, 0, 0, 24), 'ct']",1.481579572024466
648,"[(2, 1, 2), (0, 0, 1, 24), 't']",1.482118980999319
649,"[(1, 1, 1), (1, 0, 1, 24), 'ct']",1.4821850720818293
650,"[(1, 0, 0), (2, 0, 2, 24), 'ct']",1.4830743924581427
651,"[(2, 1, 2), (2, 1, 2, 24), 'ct']",1.4842628358496772
652,"[(2, 1, 1), (0, 0, 1, 24), 'n']",1.4849507920366314
653,"[(1, 1, 2), (0, 0, 1, 24), 't']",1.485205864202904
654,"[(2, 0, 2), (1, 0, 1, 24), 't']",1.4852142008469653
655,"[(0, 0, 2), (2, 1, 2, 24), 'ct']",1.487196368688698
656,"[(1, 1, 2), (0, 0, 1, 24), 'ct']",1.487653962438494
657,"[(2, 1, 1), (0, 0, 1, 24), 'c']",1.487835142522116
658,"[(2, 0, 2), (2, 0, 0, 24), 'c']",1.4883001286908366
659,"[(2, 1, 1), (0, 0, 1, 24), 't']",1.4888304985512673
660,"[(1, 1, 1), (0, 0, 0, 24), 'n']",1.4907557258865536
661,"[(2, 1, 1), (0, 0, 0, 24), 'ct']",1.492305177315112
662,"[(2, 1, 2), (1, 0, 0, 24), 't']",1.4926338288212364
663,"[(2, 1, 1), (0, 0, 0, 24), 't']",1.4927074207158202
664,"[(1, 1, 1), (0, 0, 0, 24), 'c']",1.4928060438279382
665,"[(2, 1, 1), (0, 0, 0, 24), 'n']",1.4931330251070758
666,"[(2, 1, 1), (1, 0, 1, 24), 't']",1.4941552447793147
667,"[(1, 1, 2), (2, 1, 0, 24), 'c']",1.4944410435881634
668,"[(2, 1, 2), (1, 0, 0, 24), 'n']",1.4965328514499425
669,"[(0, 0, 1), (2, 1, 2, 24), 't']",1.4973092443498723
670,"[(2, 1, 1), (0, 0, 1, 24), 'ct']",1.4980475015931345
671,"[(1, 1, 1), (0, 0, 0, 24), 't']",1.4981032716589924
672,"[(2, 1, 2), (1, 0, 0, 24), 'c']",1.4981730902451804
673,"[(1, 1, 1), (0, 0, 1, 24), 'n']",1.4981966010045722
674,"[(2, 1, 1), (1, 0, 0, 24), 'n']",1.499221113569041
675,"[(2, 1, 2), (1, 0, 1, 24), 'c']",1.4992348846899026
676,"[(2, 1, 1), (0, 0, 0, 24), 'c']",1.5005101518972892
677,"[(1, 1, 1), (0, 0, 1, 24), 'c']",1.5010671806217162
678,"[(2, 1, 2), (0, 1, 1, 24), 'ct']",1.5013029908116
679,"[(2, 0, 1), (0, 0, 1, 24), 'n']",1.5013442062863023
680,"[(2, 1, 2), (1, 0, 1, 24), 't']",1.5014081422135401
681,"[(0, 0, 2), (2, 1, 2, 24), 't']",1.5017045948214356
682,"[(2, 1, 0), (0, 0, 1, 24), 'n']",1.5017376380104404
683,"[(2, 0, 1), (1, 0, 0, 24), 'ct']",1.5020142661921034
684,"[(2, 1, 1), (1, 0, 0, 24), 'c']",1.5021047600105537
685,"[(2, 0, 1), (0, 0, 0, 24), 'n']",1.5026748933154266
686,"[(2, 1, 2), (1, 0, 1, 24), 'ct']",1.5041124200437288
687,"[(1, 1, 1), (0, 0, 0, 24), 'ct']",1.5044693959010749
688,"[(2, 1, 0), (0, 0, 1, 24), 'c']",1.504896390379158
689,"[(1, 1, 1), (0, 0, 1, 24), 't']",1.5064560904360456
690,"[(2, 0, 1), (0, 0, 2, 24), 'c']",1.5070242945827652
691,"[(1, 1, 2), (2, 0, 1, 24), 'ct']",1.507041479545415
692,"[(1, 1, 2), (1, 0, 1, 24), 'ct']",1.5072514423946468
693,"[(1, 1, 2), (1, 0, 0, 24), 'ct']",1.5072662213542811
694,"[(2, 1, 2), (0, 1, 1, 24), 't']",1.5081726286086605
695,"[(2, 1, 2), (2, 0, 1, 24), 'ct']",1.5087423507200524
696,"[(2, 1, 0), (0, 0, 1, 24), 't']",1.509819613103087
697,"[(1, 1, 1), (0, 0, 1, 24), 'ct']",1.5100519065673819
698,"[(2, 0, 2), (2, 0, 2, 24), 'c']",1.5102694689185032
699,"[(2, 1, 2), (0, 0, 2, 24), 't']",1.5109766159879303
700,"[(2, 1, 2), (1, 0, 0, 24), 'ct']",1.5110953103953906
701,"[(2, 1, 0), (1, 0, 0, 24), 'n']",1.5112219073132604
702,"[(2, 0, 2), (1, 0, 0, 24), 'n']",1.511226429965987
703,"[(1, 1, 1), (1, 0, 2, 24), 'ct']",1.5115670966919244
704,"[(2, 1, 0), (0, 0, 0, 24), 'n']",1.5125228299584084
705,"[(1, 1, 2), (1, 0, 0, 24), 'n']",1.5127956594540894
706,"[(2, 1, 2), (0, 0, 2, 24), 'ct']",1.5133322992685267
707,"[(1, 0, 2), (2, 0, 1, 24), 'ct']",1.5137700525261615
708,"[(1, 1, 2), (0, 0, 2, 24), 'n']",1.51399994259291
709,"[(2, 1, 0), (1, 0, 0, 24), 'c']",1.5143186596444114
710,"[(2, 0, 1), (2, 0, 0, 24), 'ct']",1.5143211308837183
711,"[(2, 1, 2), (0, 0, 2, 24), 'n']",1.51470103240441
712,"[(2, 1, 0), (0, 0, 0, 24), 'c']",1.5147711831442436
713,"[(1, 1, 2), (1, 0, 0, 24), 'c']",1.5153468537588437
714,"[(2, 1, 0), (0, 0, 1, 24), 'ct']",1.515844039054843
715,"[(1, 1, 2), (0, 0, 2, 24), 'c']",1.5160810078345126
716,"[(1, 1, 1), (2, 0, 1, 24), 'ct']",1.516114311160864
717,"[(2, 1, 2), (0, 0, 2, 24), 'c']",1.5168120009030368
