,station,total,id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,milesfromstat
228,KBFW0,3475,KBFW0,Silver Bay / Beaver Crossing,US,MN,,KBFW,47.249,-91.4156,332.0,America/Chicago,2006-01-01,2021-07-09,2006-01-01,2021-07-09,2006-01-01,2021-01-01,512.3303348671295
226,KBDH0,3469,KBDH0,Willmar / Parkwood Estates,US,MN,,KBDH,45.117,-95.1293,343.0,America/Chicago,2007-07-24,2022-09-22,2007-07-25,2022-04-24,2009-01-01,2022-01-01,603.8119273973081
230,KBIV0,3454,KBIV0,Holland / Lincoln Estates Mobile Home Park,US,MI,,KBIV,42.7428,-86.1078,213.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,125.89995374860082
312,KFFM0,3449,KFFM0,Fergus Falls / French,US,MN,,KFFM,46.2844,-96.1567,361.0,America/Chicago,2005-01-01,2022-09-22,2005-01-01,2022-04-24,2008-01-01,2022-01-01,675.7460382050464
538,KVPZ0,3444,KVPZ0,Valparaiso / Williamsburg Manor,US,IN,,KVPZ,41.454,-87.0071,235.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,176.48426851303958
540,KVTI0,3442,KVTI0,Vinton,US,IA,,KVTI,42.2186,-92.0259,257.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-25,2015-01-01,2022-01-01,424.6349310851978
225,KBDE0,3435,KBDE0,Baudette,US,MN,,KBDE,48.7284,-94.6122,331.0,America/Chicago,1983-11-04,2022-09-22,1995-02-11,2022-04-24,1998-01-01,2022-01-01,692.045921904989
430,KMXO0,3422,KMXO0,Monticello,US,IA,,KMXO,42.2204,-91.1633,254.0,America/Chicago,2006-01-01,2022-05-20,2006-01-01,2022-04-24,2014-01-01,2022-01-01,380.4227283022207
188,KACQ0,3392,KACQ0,Waseca / Vista-Villa Mobilehome Community,US,MN,,KACQ,44.0735,-93.5529,344.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-19,2006-01-01,2022-01-01,511.5565936988675
401,KMCW0,3372,KMCW0,Mason City / Orchard Park Mobile Home Court,US,IA,,KMCW,43.1578,-93.3313,370.0,America/Chicago,1973-01-01,2022-09-22,1973-01-01,2022-04-24,1975-01-01,2022-01-01,492.07958670137697
507,KSLB0,3369,KSLB0,Storm Lake / Casino Beach,US,IA,,KSLB,42.5973,-95.2407,454.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2014-01-01,2022-01-01,588.0793985065967
192,KAEL0,3360,KAEL0,Albert Lea / Bancroft,US,MN,,KAEL,43.6815,-93.3672,384.0,America/Chicago,2006-01-01,2022-09-22,2006-01-02,2022-04-24,2006-01-01,2022-01-01,497.84925323214895
542,KVYS0,3357,KVYS0,Peru / Dalzell,US,IL,,KVYS,41.3519,-89.1531,199.0,America/Chicago,2006-10-12,2022-09-22,2011-03-16,2022-04-25,2014-01-01,2022-01-01,285.6512955888484
402,KMCX0,3345,KMCX0,Monticello / Cedar Point,US,IN,,KMCX,40.7088,-86.7668,206.0,America/Indiana/Indianapolis,2020-01-14,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,188.43427039437617
432,KMZZ0,3333,KMZZ0,Marion / Kiley,US,IN,,KMZZ,40.4899,-85.6797,262.0,America/Indiana/Indianapolis,2010-01-14,2022-09-22,2010-01-15,2022-04-25,2014-01-01,2022-01-01,156.25325085714198
187,KACB0,3332,KACB0,Bellaire,US,MI,,KACB,44.9886,-85.1984,190.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2008-01-01,2022-01-01,204.35697420467517
309,KFEP0,3301,KFEP0,Freeport / South Freeport,US,IL,,KFEP,42.2462,-89.582,262.0,America/Chicago,2006-01-02,2022-09-22,2006-06-01,2022-04-24,2015-01-01,2022-01-01,299.30376970586
79,71852,3299,71852,Winnipeg Airport,CA,MB,71852.0,CYWG,49.9,-97.2333,239.0,America/Winnipeg,1955-07-02,2022-09-22,1938-01-03,2022-04-25,1938-01-01,2022-01-01,835.4658984485694
305,KEZS0,3260,KEZS0,Shawano,US,WI,,KEZS,44.7873,-88.56,248.0,America/Chicago,2009-02-01,2022-09-22,2009-03-12,2022-04-24,2012-01-01,2022-01-01,299.6899843814555
404,KMDZ0,3238,KMDZ0,Medford / Little Black,US,WI,,KMDZ,45.1015,-90.3008,451.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,383.7866887330373
189,KADC0,3238,KADC0,Wadena / West Wind Estates,US,MN,,KADC,46.4503,-95.211,417.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,637.899680601603
505,KSHL0,3234,KSHL0,Sheldon,US,IA,,KSHL,43.2084,-95.8334,433.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2015-01-01,2022-01-01,618.4696390889706
506,KSJX0,3204,KSJX0,Beaver Island / Bonner Landing,US,MI,,KSJX,45.6923,-85.5666,204.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-25,2006-01-01,2022-01-01,256.1458131176536
342,KHAI0,3185,KHAI0,Three Rivers / Meadow Lane Village Mobile Home Park,US,MI,,KHAI,41.9597,-85.5934,251.0,America/Detroit,2006-10-24,2022-09-22,2006-10-25,2022-04-24,2006-01-01,2022-01-01,96.71114378737998
315,KFKA0,3185,KFKA0,Preston / Carimona,US,MN,,KFKA,43.6767,-92.1797,389.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,439.0794342668338
231,KBJJ0,3174,KBJJ0,Wooster / Smithville,US,OH,,KBJJ,40.8748,-81.8882,346.0,America/New_York,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,133.8935882463676
433,KOCQ0,3142,KOCQ0,Oconto,US,WI,,KOCQ,44.8742,-87.9096,184.0,America/Chicago,2014-07-31,2022-09-22,2014-08-06,2022-04-24,2020-01-01,2022-01-01,277.81459707810643
232,KBKL0,3135,KBKL0,Brookville / Old Chinatown,US,PA,,KBKL,41.5175,-81.6833,178.0,America/New_York,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,116.99360667655972
398,KMBL0,3109,KMBL0,Manistee / Newland,US,MI,,KMBL,44.2725,-86.2469,189.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2008-01-01,2022-01-01,189.58467168576595
80,71962,3103,71962,Fort Frances RCS,CA,ON,71962.0,CTAG,48.65,-93.44,342.0,America/Winnipeg,2008-04-29,2022-09-20,2007-10-08,2022-09-18,2007-01-01,2022-01-01,646.477979942586
304,KEVU0,3097,KEVU0,Maryville,US,MO,,KEVU,40.3533,-94.9166,349.0,America/Chicago,2017-01-05,2022-09-22,2017-01-09,2022-04-24,2020-01-01,2022-01-01,595.127561709604
307,KFCM0,3085,KFCM0,Minneapolis / Eden Prairie,US,MN,,KFCM,44.8275,-93.4586,276.0,America/Chicago,2006-01-01,2022-09-22,2006-01-02,2022-04-24,2006-01-01,2022-01-01,519.587111338442
397,KLYV0,3084,KLYV0,Luverne,US,MN,,KLYV,43.6168,-96.2177,437.0,America/Chicago,2006-01-01,2022-09-22,2006-01-04,2022-04-24,2007-01-01,2022-01-01,639.3901276863262
405,KMFI0,3074,KMFI0,Marshfield / Bakerville,US,WI,,KMFI,44.6369,-90.1893,390.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,364.3694104114117
308,KFDY0,3054,KFDY0,Findlay / West Park,US,OH,,KFDY,41.012,-83.6686,248.0,America/New_York,1973-01-01,2022-09-22,1973-01-01,2022-04-24,2000-01-01,2022-01-01,83.66996925652992
431,KMZH0,3053,KMZH0,Moose Lake,US,MN,,KMZH,46.4186,-92.8048,328.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,533.8656827721499
227,KBEH0,3033,KBEH0,Benton Harbor Airport / Benton Heights,US,MI,,KBEH,42.1286,-86.4285,198.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,137.88605736828004
81,72013,2989,72013,Saratoga,US,IL,72013.0,KC09,41.43,-88.42,178.0,America/Chicago,2006-02-02,2022-09-22,2011-03-17,2022-04-25,2014-01-01,2022-01-01,247.3891730598649
503,KSFY0,2987,KSFY0,Savanna / Ayers,US,IL,,KSFY,42.0458,-90.1079,188.0,America/Chicago,2006-08-03,2022-09-22,2011-03-15,2022-04-24,2011-01-01,2022-01-01,327.0006382269547
76,71849,2953,71849,Winnipeg Airport CS,CA,MB,71849.0,,49.92,-97.25,239.0,America/Winnipeg,2001-09-16,2022-09-20,1996-10-01,2022-09-17,1996-01-01,2022-01-01,836.860088248876
306,KFBL0,2928,KFBL0,Faribault,US,MN,,KFBL,44.3275,-93.3107,323.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,503.5191324861291
436,KOEO0,2910,KOEO0,Osceola,US,WI,,KOEO,45.3095,-92.69,276.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,495.2782655806956
508,KSLH0,2909,KSLH0,Cheboygan,US,MI,,KSLH,45.6537,-84.5193,195.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-25,2006-01-01,2022-01-01,239.98066688090063
77,71850,2900,71850,Kenora Airport,CA,ON,71850.0,CYQK,49.79,-94.36,410.0,America/Winnipeg,1955-07-04,2022-09-22,1938-08-26,2022-09-19,1938-01-01,2022-01-01,729.4595695973454
235,KBNW0,2879,KBNW0,Boone,US,IA,,KBNW,42.0496,-93.8476,354.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2011-01-01,2022-01-01,518.7849004382413
78,71851,2873,71851,Portage Southport,CA,MB,71851.0,CYPG,49.9,-98.28,273.0,America/Winnipeg,1955-07-02,2022-09-21,1941-07-01,2022-09-17,1941-01-01,2022-01-01,874.6572491372044
434,KODX0,2867,KODX0,Ord / Manchester Trailer Court,US,NE,,KODX,41.6237,-98.9519,631.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,783.8248030083657
435,KOEB0,2856,KOEB0,Coldwater / Countryside Mobile Court,US,MI,,KOEB,41.9336,-85.0523,292.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-25,2008-01-01,2022-01-01,70.0930757576492
233,KBKX0,2853,KBKX0,Brookings,US,SD,,KBKX,44.3048,-96.8169,502.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,674.1350287399814
181,K4I30,2849,K4I30,Mount Vernon-Knox Co / Brandon,US,OH,,K4I3,40.3289,-82.5261,363.0,America/New_York,2008-02-29,2022-09-21,2008-03-02,2022-03-09,2011-01-01,2021-01-01,145.30836811168066
544,KXVG0,2839,KXVG0,Longville,US,MN,,KXVG,47.0,-94.2,407.0,America/Chicago,2006-01-01,2022-09-22,2006-01-02,2022-04-06,2008-01-01,2022-01-01,611.3258900945591
437,KOKK0,2835,KOKK0,Kokomo / Vermont,US,IN,,KOKK,40.5282,-86.059,253.0,America/Indiana/Indianapolis,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,167.73736641167838
543,KXNWG,2820,KXNWG,Windsor Riverside,CA,ON,,,42.33,-82.93,188.0,America/Toronto,,,2000-01-01,2022-09-16,2000-01-01,2022-01-01,42.45284307215365
550,KY630,2815,KY630,Elbow Lake,US,MN,,KY63,45.9861,-95.992,368.0,America/Chicago,2014-07-31,2022-09-22,2014-08-01,2022-04-25,2020-01-01,2022-01-01,661.4437101681046
234,KBMI0,2807,KBMI0,Bloomington/Normal Airport / Colonial Meadows,US,IL,,KBMI,40.4771,-88.9159,266.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,294.55775786982827
545,KY230,2805,KY230,Chetek,US,WI,,KY23,45.3062,-91.6362,322.0,America/Chicago,2020-01-14,2022-09-22,2020-01-14,2022-04-25,2020-01-01,2022-01-01,448.2399699185469
343,KHCD0,2798,KHCD0,Hutchinson / Heatwole,US,MN,,KHCD,44.8599,-94.3825,324.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,563.8413121337281
510,KSQI0,2796,KSQI0,Sterling Rock Falls Airport / Yeoward Addition,US,IL,,KSQI,41.7428,-89.6763,197.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2021-01-01,307.12985840654943
344,KHCO0,2795,KHCO0,Hallock / Viking Land Terrace,US,MN,,KHCO,48.7527,-96.943,250.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,782.0269663328795
310,KFET0,2785,KFET0,Fremont / Midway Trailer Court,US,NE,,KFET,41.4491,-96.5202,367.0,America/Chicago,2006-01-01,2022-09-22,2006-01-02,2022-04-24,2010-01-01,2022-01-01,660.8712686729051
74,71834,2771,71834,Geraldton Airport,CA,ON,71834.0,CYGQ,49.78,-86.94,348.0,America/Toronto,1982-01-01,2022-08-26,1981-08-01,2022-09-13,1981-01-01,2022-01-01,543.9728705494583
299,KEOK0,2766,KEOK0,Keokuk / Skyview Mobile Home Park,US,IA,,KEOK,40.4599,-91.4285,205.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2016-01-01,2022-01-01,417.5144154104136
184,K8D30,2732,K8D30,Sisseton,US,SD,,K8D3,45.6708,-96.9962,354.0,America/Chicago,2006-01-01,2022-09-21,2006-01-01,2022-03-09,2006-01-01,2021-01-01,701.5016612860878
72,71831,2723,71831,Kapuskasing Airport,CA,ON,71831.0,CYYU,49.41,-82.47,226.0,America/Toronto,1950-01-01,2022-09-22,1937-04-01,2022-09-19,1937-01-01,2022-01-01,500.1498926824238
75,71840,2711,71840,Deerwood RCS,CA,MB,71840.0,CXDW,49.4,-98.32,341.0,America/Winnipeg,2004-11-14,2022-09-22,2000-01-01,2022-09-18,2000-01-01,2022-01-01,858.5287061395345
347,KHIB0,2687,KHIB0,Hibbing-Chisholm / Wilpen,US,MN,,KHIB,47.3866,-92.839,413.0,America/Chicago,1973-01-01,2022-09-22,1973-01-01,2022-04-24,1973-01-01,2022-01-01,571.1546165880914
185,K96D0,2686,K96D0,Walhalla,US,ND,,K96D,48.9406,-97.9028,291.0,America/Chicago,2010-11-18,2022-09-21,2010-11-19,2022-03-09,2016-01-01,2016-01-01,826.5113187701978
183,K7B4X,2673,K7B4X,Markdale,CA,ON,,,44.27,-80.71,411.0,America/Toronto,,,2004-09-01,2022-09-10,2004-01-01,2021-01-01,208.3836757514752
546,KY310,2660,KY310,West Branch / Twin Pines Mobile Home Park,US,MI,,KY31,44.2448,-84.1798,269.0,America/Detroit,2020-01-14,2022-09-22,2020-01-14,2022-04-25,2020-01-01,2022-01-01,141.2798016571718
345,KHDE0,2641,KHDE0,Holdrege / Dewaynes Trailer Court,US,NE,,KHDE,40.4521,-99.3365,705.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,818.8745599986039
303,KEVM0,2641,KEVM0,Eveleth / Genoa,US,MN,,KEVM,47.4251,-92.4981,420.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2009-01-01,2022-01-01,559.7835705190456
547,KY490,2629,KY490,Walker / Benedict,US,MN,,KY49,47.1596,-94.6454,411.0,America/Chicago,2020-01-14,2022-09-22,2020-01-14,2022-04-25,2020-01-01,2022-01-01,635.0562641520139
89,72521,2603,72521,Akron-Canton Regional Airport,US,OH,72521.0,KCAK,40.9167,-81.45,374.0,America/New_York,1973-01-01,2022-09-22,1948-07-01,2022-09-14,1948-01-01,2022-01-01,149.26079234411594
552,KYIP0,2591,KYIP0,Detroit / Denton,US,MI,,KYIP,42.2393,-83.531,218.0,America/Detroit,1973-01-01,2022-09-22,1973-01-03,2022-04-24,2005-01-01,2022-01-01,11.06510498540876
399,KMBS0,2589,KMBS0,Saginaw / Falconview Estates Mobile Home Park,US,MI,,KMBS,43.5329,-84.0796,204.0,America/Detroit,1973-01-01,2022-09-22,1973-01-01,2022-04-24,1974-01-01,2022-01-01,91.99614212162238
236,KBRD0,2587,KBRD0,Brainerd / Lazy Acre's Trailer Court,US,MN,,KBRD,46.4017,-94.1356,376.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,589.7059514219417
87,72516,2585,72516,Bennington / Napoleon,US,VT,72516.0,K5B5,46.4944,-99.7601,604.0,America/New_York,,,2006-06-03,2022-09-14,2006-01-01,2021-01-01,844.4960257193547
438,KOLG0,2575,KOLG0,Solon Springs,US,WI,,KOLG,46.3148,-91.8164,336.0,America/Chicago,2020-01-14,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,489.6459149826387
73,71832,2570,71832,Nagagami,CA,ON,71832.0,CWNZ,49.75,-84.16,264.0,America/Nipigon,1982-01-01,2022-09-22,1982-01-01,2022-09-20,1982-01-01,2022-01-01,520.2404461080697
346,KHHG0,2570,KHHG0,Huntington / Simpson,US,IN,,KHHG,40.8529,-85.4571,246.0,America/Indiana/Indianapolis,2020-01-14,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2021-01-01,129.6704507985875
496,KRYM0,2552,KRYM0,Ray S Miller Aaf / Camp Ripley Junction,US,MN,,KRYM,46.0912,-94.3605,351.0,America/Chicago,2012-07-13,2022-09-22,2014-02-02,2022-04-24,,,590.6992626944947
349,KHNR0,2544,KHNR0,Harlan / Corley,US,IA,,KHNR,41.5844,-95.3397,375.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2012-01-01,2022-01-01,598.9332217273785
548,KY500,2519,KY500,Wautoma,US,WI,,KY50,44.0416,-89.3045,262.0,America/Chicago,2014-07-31,2022-09-22,2014-08-01,2022-04-24,2020-01-01,2022-01-01,307.72684784725163
241,KBVN0,2517,KBVN0,Albion / Loretto,US,NE,,KBVN,41.7286,-98.0558,551.0,America/Chicago,2006-01-01,2022-09-22,2006-01-04,2022-04-24,2008-01-01,2022-01-01,736.9066169552491
511,KSTE0,2502,KSTE0,Stevens Point / Park Ridge,US,WI,,KSTE,44.5451,-89.5303,338.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,332.3473329019325
90,72524,2494,72524,Cleveland-Hopkins International,US,OH,72524.0,KCLE,41.4,-81.85,241.0,America/New_York,1973-01-01,2022-09-22,1938-05-01,2022-09-14,1938-01-01,2022-01-01,113.15819407798126
348,KHJH0,2488,KHJH0,Hebron,US,NE,,KHJH,40.1523,-97.587,448.0,America/Chicago,2006-01-01,2022-09-22,2006-01-02,2022-04-24,2008-01-01,2022-01-01,734.6979730564813
441,KONL0,2473,KONL0,O'neill / Douthit Trailer Court,US,NE,,KONL,42.4695,-98.6873,620.0,America/Chicago,2006-01-01,2022-09-22,2006-01-03,2022-04-24,2007-01-01,2022-01-01,764.2310853557013
302,KETH0,2441,KETH0,Wheaton,US,MN,,KETH,45.7805,-96.5439,312.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,682.5158098146619
440,KONA0,2439,KONA0,Winona / Country Valley Mobile Home Park,US,MN,,KONA,44.0772,-91.7083,200.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,422.1227675204641
549,KY510,2426,KY510,Viroqua,US,WI,,KY51,43.5794,-90.8965,394.0,America/Chicago,2014-07-31,2022-09-22,2014-08-06,2022-04-25,2020-01-01,2022-01-01,374.6449861144069
180,K46D0,2424,K46D0,Carrington,US,ND,,K46D,47.4511,-99.1513,490.0,America/Chicago,2010-06-10,2022-09-21,2010-06-11,2022-03-09,2020-01-01,2020-01-01,836.6258367232922
237,KBTA0,2414,KBTA0,Blair / Bennington,US,NE,,KBTA,41.4148,-96.109,402.0,America/Chicago,2008-01-07,2022-09-22,2008-01-08,2022-04-24,2009-01-01,2022-01-01,640.1474815316034
499,KRZN0,2413,KRZN0,Siren,US,WI,,KRZN,45.8227,-92.3725,302.0,America/Chicago,2006-01-02,2022-09-22,2006-12-14,2022-04-24,2007-01-01,2022-01-01,496.0638095791082
554,L1YUU,2399,L1YUU,Thunder Bay Burwood,CA,ON,,,48.41,-89.28,200.0,America/Thunder_Bay,,,2005-11-01,2020-03-25,2005-01-01,2014-01-01,504.9229753606924
551,KY700,2383,KY700,Ionia / Canterbury Estates Mobile Home Park,US,MI,,KY70,42.938,-85.0606,249.0,America/Detroit,2014-07-31,2022-09-22,2014-08-01,2022-04-25,2020-01-01,2022-01-01,83.27642750098184
238,KBTL0,2374,KBTL0,Battle Creek / Avenue A Mobile Home Estates,US,MI,,KBTL,42.3073,-85.2515,290.0,America/Detroit,1942-10-01,2022-09-22,1942-11-02,2022-04-24,1942-01-01,2022-01-01,77.42060264704128
240,KBVI0,2344,KBVI0,Beaver Falls / West Mayfield,US,PA,,KBVI,40.7725,-80.3914,382.0,America/New_York,2006-01-02,2022-09-22,2019-07-24,2022-04-24,2020-01-01,2022-01-01,200.7415656293948
91,72525,2319,72525,Youngstown-Warren Reg Airprt,US,OH,72525.0,KYNG,41.25,-80.6667,365.0,America/New_York,1948-01-01,2022-09-22,1934-08-01,2022-09-14,1934-01-01,2022-01-01,172.72974566141107
88,72520,2318,72520,Greater Pittsburgh International,US,PA,72520.0,KPIT,40.4833,-80.0667,367.0,America/New_York,1945-02-01,2022-09-22,1945-02-01,2022-09-14,1945-01-01,2022-01-01,225.8191735795129
186,K9D70,2304,K9D70,Cando,US,ND,,K9D7,48.48,-99.2364,452.0,America/Chicago,2010-11-18,2022-09-22,2010-11-19,2021-10-18,2014-01-01,2016-01-01,866.9449144623665
297,KELO0,2299,KELO0,Ely Municipal Airport / Northern Terrace Mobile Home Park,US,MN,,KELO,47.8246,-91.8307,444.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,552.9658142114012
92,72526,2294,72526,Erie International Airport,US,PA,72526.0,KERI,42.0833,-80.1833,223.0,America/New_York,1973-01-01,2022-09-22,1926-01-01,2022-09-14,1926-01-01,2022-01-01,183.19113309129347
70,71751,2293,71751,Welcome Island,CA,ON,71751.0,CWEC,48.37,-89.12,211.0,America/Thunder_Bay,1996-11-01,2022-09-20,1967-05-01,2022-09-18,1967-01-01,2022-01-01,498.5189132930086
182,K4R50,2261,K4R50,La Pointe,US,WI,,K4R5,46.7887,-90.7587,198.0,America/Chicago,2016-11-11,2022-09-21,2016-11-12,2022-03-08,,,468.13303391415184
439,KOLZ0,2252,KOLZ0,Oelwein,US,IA,,KOLZ,42.6808,-91.9745,328.0,America/Chicago,2006-01-01,2022-09-22,2006-01-05,2022-04-24,2012-01-01,2022-01-01,421.6390143285184
66,71747,2246,71747,Atikokan,CA,ON,71747.0,CYIB,48.76,-91.63,389.0,America/Atikokan,2020-01-01,2022-09-20,2000-12-13,2022-09-18,2001-01-01,2022-01-01,591.3482699582223
395,KLXL0,2231,KLXL0,Little Falls / Gregory,US,MN,,KLXL,45.9494,-94.3471,342.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,586.3321938920424
64,71738,2231,71738,Wawa Airport,CA,ON,71738.0,CYXZ,47.97,-84.79,288.0,America/Nipigon,1977-07-01,2022-09-22,1977-01-01,2022-04-25,1977-01-01,2018-01-01,400.1235887662229
553,KYKN0,2207,KYKN0,Yankton / Yangton [Misspelling],US,SD,,KYKN,42.9167,-97.3859,398.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2009-01-01,2022-01-01,696.795256263617
296,KEKM0,2196,KEKM0,Elkhart / Simonton Lake,US,IN,,KEKM,41.7194,-86.0017,237.0,America/Indiana/Indianapolis,2006-01-02,2022-09-22,,,,,121.28126722342222
69,71750,2186,71750,Pukaskwa,CA,ON,71750.0,CWCJ,48.61,-86.29,192.0,America/Nipigon,2005-01-01,2022-09-22,1996-08-13,2022-09-18,1996-01-01,2022-01-01,458.03975053690016
67,71748,2182,71748,Atikokan,CA,MB,,CWCH,48.75,-91.6167,424.0,America/Atikokan,2001-09-16,2022-08-25,2005-01-01,2022-09-18,2006-01-01,2022-01-01,590.4285681515731
93,72530,2178,72530,Chicago O’hare Airport,US,IL,72530.0,KORD,41.9833,-87.9167,204.0,America/Chicago,1946-10-01,2022-09-22,1946-10-09,2022-09-14,1946-01-01,2022-01-01,215.00120045122688
95,72532,2172,72532,Greater Peoria Regional Airport,US,IL,72532.0,KPIA,40.6667,-89.6839,201.0,America/Chicago,1973-01-01,2022-09-22,1943-05-04,2022-09-14,1943-01-01,2022-01-01,326.434921900874
62,71730,2169,71730,Sudbury Airport,CA,ON,71730.0,CYSB,46.63,-80.8,348.0,America/Toronto,1955-07-02,2022-09-22,1954-02-09,2022-09-19,1954-01-01,2022-01-01,337.3305068646622
389,KLPR0,2161,KLPR0,Lorain / West Ridge Green,US,OH,,KLPR,41.35,-82.1833,241.0,America/New_York,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,100.7051025446704
298,KENW0,2147,KENW0,Kenosha / Pleasant Prairie Mobile Home Court,US,WI,,KENW,42.5957,-87.9278,226.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,215.43718747693825
497,KRYV0,2143,KRYV0,Watertown,US,WI,,KRYV,43.1696,-88.7232,254.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,261.6814982535224
556,LII7V,2137,LII7V,Hazelwood,CA,ON,,,48.47,-89.27,322.0,America/Thunder_Bay,,,2016-01-04,2022-09-20,2016-01-01,2022-01-01,508.0979703627025
294,KEFT0,2135,KEFT0,Monroe / Swisshaven Mobile Home Park,US,WI,,KEFT,42.6149,-89.5904,331.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,300.07546674158533
239,KBUU0,2125,KBUU0,Burlington,US,WI,,KBUU,42.6907,-88.3046,238.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,235.21153110323309
94,72531,2117,72531,"Rantoul / Chanute Air Force Base, Il.",US,IL,72531.0,KTIP,40.3,-88.15,0.0,America/Chicago,2006-02-03,2022-09-22,2011-03-18,2022-04-25,2015-01-01,2022-01-01,264.9194168211385
71,71767,2103,71767,Tobermory RCS,CA,ON,71767.0,CTTS,45.23,-81.63,214.0,America/Toronto,2007-02-28,2022-09-20,2007-01-25,2022-09-18,2007-01-01,2022-01-01,233.03691076018012
65,71739,2097,71739,Timmins Airport,CA,ON,71739.0,CYTS,48.57,-81.38,295.0,America/Toronto,1955-07-02,2022-09-22,1955-04-01,2022-09-19,1955-01-01,2022-01-01,453.1140187677672
442,KONZ0,2096,KONZ0,Grosse Ile / Gibraltar,US,MI,,KONZ,42.0991,-83.1615,180.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-25,2008-01-01,2022-01-01,31.189316003627013
504,KSGS0,2088,KSGS0,Saint Paul / Inver Grove Heights,US,MN,,KSGS,44.8571,-93.0329,250.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,500.2473726320299
