,station,total,id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,milesfromstat
206,KARB0,8736,KARB0,Ann Arbor / Pittsfield,US,MI,,KARB,42.223,-83.7456,256.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,0.0
416,KMML0,6432,KMML0,Marshall,US,MN,,KMML,44.4517,-95.8244,361.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2008-01-01,2022-01-01,627.1328877300687
325,KGAF0,5348,KGAF0,Grafton,US,ND,,KGAF,48.4047,-97.3709,251.0,America/Chicago,2010-11-18,2022-09-22,2010-11-19,2022-04-24,2014-01-01,2022-01-01,787.526654164136
323,KFSW0,5323,KFSW0,Fort Madison / Summit (Historical),US,IA,,KFSW,40.6593,-91.3268,220.0,America/Chicago,2006-01-03,2022-09-22,2006-01-05,2022-04-24,2014-01-01,2021-01-01,408.0457676874495
208,KARV0,5320,KARV0,Minocqua / Woodruff,US,WI,,KARV,45.9279,-89.7309,497.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2009-01-01,2022-01-01,392.4650806467471
422,KMQB0,5304,KMQB0,Macomb / Good Hope,US,IL,,KMQB,40.5201,-90.6524,215.0,America/Chicago,2006-02-01,2022-09-22,2006-02-15,2022-04-24,2012-01-01,2022-01-01,377.65713299744
418,KMNN0,5278,KMNN0,Marion / Logan (Historical),US,OH,,KMNN,40.6163,-83.0635,303.0,America/New_York,2006-01-01,2022-09-22,2006-01-01,2022-04-21,2006-01-01,2022-01-01,116.40214917978744
520,KTNU0,5264,KTNU0,Newton / Coal Siding (Historical),US,IA,,KTNU,41.6744,-93.0217,291.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2011-01-01,2022-01-01,479.1853821309554
524,KTVC0,5247,KTVC0,Traverse City / Treverse City [Misspelling] / Town And Country Mobile Village,US,MI,,KTVC,44.7416,-85.5824,190.0,America/Detroit,1973-01-01,2022-09-22,1973-01-02,2022-04-24,1981-01-01,2022-01-01,196.8555339754713
85,72420,5216,72420,Mansfield / Amoy,US,OH,72420.0,KMFD,40.8214,-82.5166,395.0,America/New_York,2005-01-01,2022-09-22,1948-08-01,2022-09-14,1948-01-01,2022-01-01,115.83764509428116
523,KTTF0,5186,KTTF0,Monroe / Patterson Gardens,US,MI,,KTTF,41.9399,-83.4347,188.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-25,2006-01-01,2022-01-01,25.24479662158989
204,KAOH0,5163,KAOH0,Lima / Eastwood Estates,US,OH,,KAOH,40.7075,-84.0271,297.0,America/New_York,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,105.6023135198338
330,KGHW0,5161,KGHW0,Glenwood / Pine Hill Park,US,MN,,KGHW,45.6439,-95.3204,425.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-15,2006-01-01,2022-01-01,623.19698810089
526,KTYQ0,5146,KTYQ0,Indianapolis / Jolietville,US,IN,,KTYQ,40.0307,-86.2514,281.0,America/Indiana/Indianapolis,2014-01-01,2022-09-22,2014-01-01,2022-04-25,2014-01-01,2022-01-01,199.9361265470256
518,KTKC0,5134,KTKC0,Tracy,US,MN,,KTKC,44.2491,-95.6073,408.0,America/Chicago,2006-01-01,2022-09-22,2006-01-04,2022-04-01,2008-01-01,2022-01-01,614.2136301975239
517,KTEW0,5003,KTEW0,Mason,US,MI,,KTEW,42.5658,-84.4232,280.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-25,2007-01-01,2022-01-01,41.971948449391
326,KGDB0,4976,KGDB0,Granite Falls / Lorne,US,MN,,KGDB,44.7533,-95.556,319.0,America/Chicago,2006-01-01,2022-09-22,2006-01-04,2022-04-24,2006-01-01,2022-01-01,618.1578322651296
212,KATY0,4922,KATY0,Watertown,US,SD,,KATY,44.914,-97.1547,533.0,America/Chicago,1948-01-01,2022-09-22,1948-01-24,2022-04-24,1948-01-01,2022-01-01,697.3441811506647
324,KFXY0,4920,KFXY0,Forest City,US,IA,,KFXY,43.2348,-93.6241,375.0,America/Chicago,2009-07-14,2022-09-22,2009-07-16,2022-04-24,2015-01-01,2022-01-01,507.2317124980732
414,KMKT0,4881,KMKT0,Mankato / Knollwood Park,US,MN,,KMKT,44.2228,-93.9193,311.0,America/Menominee,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,531.4373625570726
413,KMJQ0,4877,KMJQ0,Jackson,US,MN,,KMJQ,43.65,-94.9865,441.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,578.1069562276747
215,KAWG0,4864,KAWG0,Washington,US,IA,,KAWG,41.275,-91.6752,230.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2014-01-01,2022-01-01,414.8552043980395
322,KFSE0,4843,KFSE0,Fosston,US,MN,,KFSE,47.5928,-95.7735,390.0,America/Chicago,2006-01-01,2022-09-14,2006-01-01,2022-04-24,2007-01-01,2022-01-01,695.8496260292759
528,KUCP0,4813,KUCP0,New Castle / Parkstown,US,PA,,KUCP,41.0254,-80.4134,326.0,America/New_York,2006-05-01,2022-09-22,2006-05-02,2022-04-24,2008-01-01,2022-01-01,191.30472950459597
419,KMOP0,4794,KMOP0,Mt Pleasant / Broadway Acres Mobile Home Park,US,MI,,KMOP,43.6216,-84.7373,230.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,108.86374024944683
201,KAMW0,4774,KAMW0,Ames / Old Orchard Mobile Home Park,US,IA,,KAMW,41.9921,-93.6218,291.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,507.5464865837735
202,KANQ0,4757,KANQ0,Angola / Flint,US,IN,,KANQ,41.6397,-85.0835,303.0,America/Indiana/Indianapolis,2020-01-14,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,79.84114013411553
327,KGFK0,4732,KGFK0,Grand Forks / Powell,US,ND,,KGFK,47.9473,-97.1738,257.0,America/Chicago,2010-08-01,2022-09-22,2010-08-01,2022-04-24,2010-01-01,2022-01-01,765.0853293979702
320,KFPK0,4685,KFPK0,Charlotte / Meadows Mobile Home Park,US,MI,,KFPK,42.5745,-84.8114,272.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,59.678156335490975
200,KAMN0,4654,KAMN0,Alma / Eugene,US,MI,,KAMN,43.3221,-84.6879,230.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,89.73237166685479
415,KMLE0,4643,KMLE0,Omaha / Millard,US,NE,,KMLE,41.196,-96.1123,320.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,642.8776589709018
319,KFOZ0,4641,KFOZ0,Bigfork,US,MN,,KFOZ,47.7828,-93.6502,412.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,617.9134798720664
210,KASX0,4637,KASX0,Ashland / Ashland Junction,US,WI,,KASX,46.5485,-90.919,252.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,463.723704707905
321,KFRM0,4576,KFRM0,Fairmont / Fairmont Estates,US,MN,,KFRM,43.6439,-94.4156,354.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,549.611531330904
83,72019,4575,72019,Munsing Lakeshore,US,MI,72019.0,KP53,46.4167,-86.65,187.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,323.3151623505829
521,KTOB0,4548,KTOB0,Dodge Center,US,MN,,KTOB,44.018,-92.8315,398.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-03-30,2007-01-01,2022-01-01,475.5887214773892
525,KTWM0,4541,KTWM0,Two Harbors / Waldo,US,MN,,KTWM,47.0491,-91.7452,327.0,America/Chicago,2006-01-01,2022-09-22,2006-01-03,2022-04-24,2007-01-01,2021-01-01,515.8616906435211
533,KUSE0,4538,KUSE0,Wauseon / Ottokee,US,OH,,KUSE,41.6101,-84.1272,238.0,America/New_York,2020-01-14,2022-09-22,2020-01-14,2022-04-25,2020-01-01,2022-01-01,46.65027516719817
214,KAUM0,4537,KAUM0,Austin,US,MN,,KAUM,43.6626,-92.9329,376.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,476.1359307612848
410,KMIC0,4529,KMIC0,Minneapolis / Brooklyn Center,US,MN,,KMIC,45.062,-93.3539,265.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,519.6491087544881
426,KMUT0,4511,KMUT0,Muscatine / Fruitland,US,IA,,KMUT,41.3678,-91.1482,167.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2011-01-01,2022-01-01,386.7125006727801
421,KMPZ0,4468,KMPZ0,Mount Pleasant / Woodside Mobile Estates,US,IA,,KMPZ,40.9466,-91.5111,223.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2015-01-01,2022-01-01,411.7340029142701
417,KMNM0,4434,KMNM0,Menominee / Bayside Mobile Estates,US,MI,,KMNM,45.1267,-87.6384,191.0,America/Chicago,2005-01-01,2022-09-22,2005-01-01,2022-04-24,2005-01-01,2022-01-01,279.641553236209
199,KAKR0,4425,KAKR0,Akron / Derby Downs,US,OH,,KAKR,41.0375,-81.4669,325.0,America/New_York,1999-08-31,2022-09-22,1999-09-02,2022-04-24,2005-01-01,2022-01-01,143.5690883905256
530,KUGN0,4422,KUGN0,Chicago / Bancroft Corners,US,IL,,KUGN,42.4222,-87.8679,222.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,211.57136681194325
197,KAIO0,4421,KAIO0,Atlantic,US,IA,,KAIO,41.4038,-95.0487,355.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2015-01-01,2022-01-01,585.8885535016162
328,KGGI0,4416,KGGI0,Grinnel / Westfield,US,IA,,KGGI,41.7099,-92.736,307.0,America/Chicago,2006-08-31,2022-09-22,2006-09-03,2022-04-24,2011-01-01,2022-01-01,464.2132226404414
412,KMIW0,4406,KMIW0,Marshalltown / Maulsby,US,IA,,KMIW,42.1127,-92.9178,297.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,470.786166643102
218,KAXV0,4383,KAXV0,Wapakoneta / New Knoxville,US,OH,,KAXV,40.4936,-84.2981,278.0,America/New_York,2020-01-14,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,122.75378715833484
420,KMOX0,4375,KMOX0,Morris,US,MN,,KMOX,45.566,-95.9672,346.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,651.5409621763624
332,KGLR0,4368,KGLR0,Gaylord / Nottingham Forest Mobile Home Park,US,MI,,KGLR,45.0136,-84.7036,405.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,198.55277627689645
209,KASW0,4358,KASW0,Warsaw / Monoquet,US,IN,,KASW,41.2747,-85.8401,259.0,America/Indiana/Indianapolis,2006-10-28,2022-09-22,2009-09-05,2022-04-24,2013-01-01,2022-01-01,126.49053252893196
211,KATW0,4355,KATW0,Appleton / Greenville,US,WI,,KATW,44.2581,-88.5191,280.0,America/Chicago,2006-01-01,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,278.8164876192577
424,KMRT0,4342,KMRT0,Marysville / Countryside Mobile Home Park,US,OH,,KMRT,40.2247,-83.3516,311.0,America/New_York,2009-07-21,2022-09-22,2009-07-22,2022-04-25,2011-01-01,2022-01-01,139.41854479172068
522,KTQE0,4335,KTQE0,Tekamah / Westside Mobile Home Park,US,NE,,KTQE,41.7635,-96.1779,313.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,640.3123646279017
515,KSYN0,4333,KSYN0,Stanton,US,MN,,KSYN,44.4755,-93.0163,280.0,America/Chicago,2006-01-01,2022-09-22,2006-01-04,2022-04-24,2006-01-01,2022-01-01,491.9238953904513
527,KUBE0,4325,KUBE0,Cumberland,US,WI,,KUBE,45.506,-91.9811,379.0,America/Chicago,2011-03-09,2022-09-22,2011-03-12,2022-04-24,2012-01-01,2022-01-01,469.3470942122995
219,KAZO0,4320,KAZO0,Kalamazoo / Colonial Acres Mobile Home Park,US,MI,,KAZO,42.2344,-85.5516,266.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,92.6427742562016
217,KAXN0,4316,KAXN0,Alexandria / Mobile Park Estates,US,MN,,KAXN,45.8663,-95.3947,434.0,America/Chicago,1973-01-01,2022-09-22,1973-01-01,2022-04-24,1999-01-01,2022-01-01,631.5307809340158
316,KFKR0,4308,KFKR0,Frankfort / Jefferson,US,IN,,KFKR,40.2734,-86.5622,262.0,America/Indiana/Indianapolis,2020-01-14,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,199.0269478947299
203,KANW0,4302,KANW0,Ainsworth / Sandridge,US,NE,,KANW,42.5792,-99.993,789.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,830.2484826212379
519,KTKV0,4298,KTKV0,Tomahawk / Jersey City,US,WI,,KTKV,45.4694,-89.8057,453.0,America/Chicago,2006-01-01,2022-09-22,2006-01-04,2022-04-24,2008-01-01,2022-01-01,376.5501521816791
213,KAUH0,4285,KAUH0,Aurora,US,NE,,KAUH,40.8941,-97.9946,550.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,743.3848111976686
223,KBBW0,4260,KBBW0,Broken Bow,US,NE,,KBBW,41.4365,-99.6422,776.0,America/Chicago,2006-01-01,2022-09-22,2006-01-02,2022-04-24,2006-01-01,2022-01-01,821.1507995647422
86,72428,4251,72428,Port Columbus International  Airport,US,OH,72428.0,KCMH,40.0,-82.05,248.0,America/New_York,1945-04-01,2022-09-22,1945-04-01,2022-09-14,1945-01-01,2022-01-01,177.08831415771667
313,KFFX0,4231,KFFX0,Fremont Muni / Reeman,US,MI,,KFFX,43.4393,-85.9949,235.0,America/Detroit,2008-02-29,2022-09-22,2008-03-02,2022-04-24,2008-01-01,2022-01-01,141.79492801947455
425,KMTW0,4228,KMTW0,Manitowac / Kellners Corners,US,WI,,KMTW,44.1288,-87.6806,198.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2008-01-01,2022-01-01,238.35163616719623
529,KUES0,4211,KUES0,Waukesha,US,WI,,KUES,43.041,-88.2371,278.0,America/Chicago,2006-01-01,2022-09-22,2015-06-01,2022-04-24,2020-01-01,2022-01-01,235.7526159325817
220,KBAC0,4183,KBAC0,Valley City / North Valley City,US,ND,,KBAC,46.9412,-98.018,427.0,America/Chicago,2010-12-15,2022-09-22,2010-12-16,2022-04-24,2014-01-01,2022-01-01,774.4870282054259
329,KGGP0,4176,KGGP0,Logansport,US,IN,,KGGP,40.7113,-86.3727,225.0,America/Indiana/Indianapolis,2011-10-28,2022-09-22,2011-10-29,2022-04-24,2012-01-01,2022-01-01,171.68247362934994
216,KAXA0,4154,KAXA0,Algona / Hobarton,US,IA,,KAXA,43.0779,-94.272,371.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2011-01-01,2022-01-01,539.2306932927802
408,KMGN0,4146,KMGN0,Harbor Springs / Menonaqua Beach,US,MI,,KMGN,45.4256,-84.9134,209.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,228.674828849704
205,KAQP0,4126,KAQP0,Appleton,US,MN,,KAQP,45.2275,-96.0043,311.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,647.0815922563789
317,KFLD0,4123,KFLD0,Fond Du Lac / Fond Du Lac,US,WI,,KFLD,43.7712,-88.4884,246.0,America/Chicago,1999-01-01,2022-09-22,1999-01-01,2022-04-24,2005-01-01,2022-01-01,262.95479142269835
423,KMRJ0,4123,KMRJ0,Mineral Point / Linden,US,WI,,KMRJ,42.8868,-90.2362,357.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,334.29160452269593
531,KULM0,4116,KULM0,New Ulm / Traulich Estates,US,MN,,KULM,44.3197,-94.5023,308.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,561.1112459614867
534,KVES0,4113,KVES0,Versailles / Needmore,US,OH,,KVES,40.2044,-84.5319,307.0,America/New_York,2010-03-08,2022-09-22,2010-03-09,2022-04-25,2015-01-01,2022-01-01,145.1992026483215
195,KAHQ0,4077,KAHQ0,Wahoo,US,NE,,KAHQ,41.2406,-96.5946,373.0,America/Chicago,2011-05-17,2022-09-22,2011-05-18,2022-04-24,2014-01-01,2022-01-01,667.0593106062588
335,KGPZ0,4066,KGPZ0,Grand Rapids / Country Acres Mobile Home Park,US,MN,,KGPZ,47.2093,-93.5099,413.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,590.5973201292599
535,KVLL0,4023,KVLL0,Troy / Birmingham,US,MI,,KVLL,42.5429,-83.1779,222.0,America/Detroit,2005-01-01,2022-09-22,2005-01-01,2022-04-25,2007-01-01,2022-01-01,36.488693251483625
411,KMIE0,4022,KMIE0,Muncie / Drew,US,IN,,KMIE,40.2425,-85.3958,286.0,America/Indiana/Indianapolis,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,161.4518775811854
311,KFFL0,4015,KFFL0,Fairfield / Maharishi Vedic City,US,IA,,KFFL,41.0558,-91.9809,244.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2015-01-01,2022-01-01,433.70633751282895
537,KVOK0,4012,KVOK0,Volk / Camp Douglas,US,WI,,KVOK,43.9392,-90.2532,278.0,America/Chicago,1961-10-01,2022-09-22,1962-10-25,2022-04-22,1966-01-01,2021-01-01,349.8314165932526
428,KMWC0,4007,KMWC0,Milwaukee / Butler,US,WI,,KMWC,43.1104,-88.0344,227.0,America/Chicago,1973-01-01,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,226.8667728505398
334,KGOV0,3929,KGOV0,Grayling,US,MI,,KGOV,44.6803,-84.7289,353.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,176.6981195847053
337,KGUS0,3926,KGUS0,Bunker Hill / Grissom Air Force Base,US,IN,,KGUS,40.6481,-86.1521,248.0,America/Indiana/Indianapolis,2006-01-01,2022-09-22,2008-01-09,2022-04-24,2008-01-01,2021-01-01,165.61314094379543
222,KBBB0,3906,KBBB0,Benson,US,MN,,KBBB,45.3319,-95.6506,317.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,632.288449124364
400,KMCD0,3894,KMCD0,Mackinac Island / British Landing,US,MI,,KMCD,45.8649,-84.6373,226.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2008-01-01,2022-01-01,255.33212072313648
406,KMGC0,3882,KMGC0,Michigan City / Davis,US,IN,,KMGC,41.7033,-86.8212,200.0,America/Chicago,2012-01-10,2022-09-22,2012-01-11,2022-04-24,2015-01-01,2022-01-01,162.42601467591382
512,KSTP0,3879,KSTP0,Saint Paul,US,MN,,KSTP,44.9346,-93.0603,215.0,America/Chicago,1983-11-03,2022-09-22,1991-12-16,2022-04-24,2005-01-01,2022-01-01,503.2051800611909
336,KGSH0,3875,KGSH0,Goshen / Bainter Town,US,IN,,KGSH,41.5263,-85.7942,252.0,America/Indiana/Indianapolis,1999-01-14,2022-09-22,1999-01-23,2022-04-24,2005-01-01,2021-01-01,116.09204891166372
193,KAFJ0,3871,KAFJ0,Washington / Lagonda,US,PA,,KAFJ,40.1365,-80.2902,361.0,America/New_York,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,230.5882747829089
403,KMDS0,3846,KMDS0,Madison,US,SD,,KMDS,44.0164,-97.0856,524.0,America/Chicago,2009-03-14,2022-09-22,2009-03-30,2022-04-24,2010-01-01,2022-01-01,685.0523946576599
82,72014,3826,72014,Sparland,US,IL,72014.0,KC75,41.02,-89.38,173.0,America/Chicago,2006-02-22,2022-09-22,2011-03-16,2022-04-25,2017-01-01,2022-01-01,303.2921070549521
221,KBAX0,3809,KBAX0,Bad Axe,US,MI,,KBAX,43.7802,-82.9854,233.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2008-01-01,2022-01-01,114.18390299253468
513,KSUE0,3801,KSUE0,Sturgeon Bay / Highland Heights Mobile Village,US,WI,,KSUE,44.8437,-87.4216,221.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2008-01-01,2022-01-01,258.4477245250061
409,KMHE0,3795,KMHE0,Mitchell / River Bluff Addition,US,SD,,KMHE,43.7748,-98.0386,398.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,731.1331070958784
190,KADG0,3791,KADG0,Adrian / Maple Woods Manufactured Home Community,US,MI,,KADG,41.8677,-84.0773,243.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,29.87506560478955
333,KGNA0,3784,KGNA0,Grand Marais,US,MN,,KGNA,47.7472,-90.3444,186.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,499.7096577705648
196,KAIG0,3780,KAIG0,Antigo,US,WI,,KAIG,45.1542,-89.1107,464.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,336.31777542562384
318,KFNB0,3772,KFNB0,Falls City,US,NE,,KFNB,40.0788,-95.592,300.0,America/Chicago,2000-01-01,2022-09-22,2000-08-31,2022-04-24,2001-01-01,2021-01-01,634.7945544493324
338,KGWB0,3764,KGWB0,Auburn / Saint Johns,US,IN,,KGWB,41.3072,-85.0644,268.0,America/Indiana/Indianapolis,2011-05-19,2022-09-22,2011-05-20,2022-04-24,2015-01-01,2022-01-01,92.93913078604272
341,KGYY0,3760,KGYY0,Gary / Clarke Junction,US,IN,,KGYY,41.6163,-87.4128,180.0,America/Chicago,2006-01-01,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,193.59383415480508
516,KTDZ0,3750,KTDZ0,Toledo / Cummings (Historical),US,OH,,KTDZ,41.5649,-83.4822,190.0,America/New_York,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,47.40709061899493
429,KMWM0,3732,KMWM0,Windom / Bingham Lake,US,MN,,KMWM,43.9134,-95.1094,430.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,586.3472241064796
532,KUNU0,3725,KUNU0,Juneau,US,WI,,KUNU,43.4265,-88.7038,285.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2009-01-01,2022-01-01,265.2243586429398
207,KARR0,3715,KARR0,Aurora / Sugar Grove,US,IL,,KARR,41.7719,-88.4757,217.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,245.4696517264121
509,KSPW0,3707,KSPW0,Spencer / Birchwood Estates,US,IA,,KSPW,43.1655,-95.2028,408.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,586.5223944721447
191,KADU0,3704,KADU0,Audubon / Nishna,US,IA,,KADU,41.7014,-94.9205,392.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2011-01-01,2022-01-01,576.3461076671047
194,KAFK0,3676,KAFK0,Nebraska City / Paul,US,NE,,KAFK,40.6054,-95.8678,355.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,638.9962188600691
224,KBCK0,3667,KBCK0,Black River Falls / Charter Oak Mills (Historical),US,WI,,KBCK,44.2507,-90.8553,255.0,America/Chicago,2010-11-18,2022-09-22,2010-11-19,2022-04-24,2011-01-01,2022-01-01,385.0123541153232
198,KAIT0,3659,KAIT0,Aitkin / Welshons Company Mobile Home Park,US,MN,,KAIT,46.5484,-93.6768,368.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2009-01-01,2022-01-01,574.6758016180204
84,72034,3645,72034,Frankfort / Elberta,US,MI,72034.0,KFKS,44.6252,-86.2008,193.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-25,2006-01-01,2022-01-01,206.77058119147733
339,KGWR0,3598,KGWR0,Gwinner,US,ND,,KGWR,46.2187,-97.6435,386.0,America/Chicago,2014-07-01,2022-09-22,2014-07-01,2022-04-24,2015-01-01,2022-01-01,741.9043545019839
541,KVVV0,3575,KVVV0,Ortonville / Hilltop Manor Mobile Home Park,US,MN,,KVVV,45.3057,-96.4244,336.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-25,2008-01-01,2022-01-01,668.2667559239544
407,KMGG0,3573,KMGG0,Maple Lake,US,MN,,KMGG,45.236,-93.9856,313.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2021-01-01,552.7386247832497
536,KVNW0,3561,KVNW0,Van Wert / Crow's Trailer Court,US,OH,,KVNW,40.8647,-84.6094,240.0,America/New_York,2020-01-14,2022-09-22,2020-01-14,2022-04-21,2020-01-01,2022-01-01,103.88682873446754
427,KMVE0,3532,KMVE0,Montevideo,US,MN,,KMVE,44.9691,-95.7103,316.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,628.8491538880425
314,KFGN0,3528,KFGN0,Flag Island / Penasse,US,MN,,KFGN,49.3183,-94.9028,329.0,America/Winnipeg,2006-01-01,2022-06-06,2006-01-01,2022-04-24,2011-01-01,2022-01-01,727.2488246123787
331,KGKJ0,3515,KGKJ0,Meadville / Onspaugh Corners,US,PA,,KGKJ,41.6265,-80.2147,426.0,America/New_York,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,186.5716260086677
229,KBIE0,3514,KBIE0,Beatrice / Hoyle North 77 Mobile Homes,US,NE,,KBIE,40.3013,-96.7541,403.0,America/Chicago,2006-01-01,2022-09-22,2006-01-02,2022-04-24,2008-01-01,2022-01-01,689.5054408474502
539,KVTA0,3514,KVTA0,Newark / Central City (Historical),US,OH,,KVTA,40.0247,-82.4618,269.0,America/New_York,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,165.82593074504035
340,KGYL0,3513,KGYL0,Glencoe / Plato,US,MN,,KGYL,44.756,-94.0812,303.0,America/Chicago,2006-01-01,2022-09-22,2006-01-02,2022-04-24,2006-01-01,2022-01-01,547.6757786138156
514,KSUW0,3497,KSUW0,Superior / South Superior,US,WI,,KSUW,46.6897,-92.0947,205.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,514.898111288681
