,station,total,id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,milesfromstat
330,KGHW0,1143,KGHW0,Glenwood / Pine Hill Park,US,MN,,KGHW,45.6439,-95.3204,425.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-15,2006-01-01,2022-01-01,623.19698810089
85,72420,1131,72420,Mansfield / Amoy,US,OH,72420.0,KMFD,40.8214,-82.5166,395.0,America/New_York,2005-01-01,2022-09-22,1948-08-01,2022-09-14,1948-01-01,2022-01-01,115.83764509428116
66,71747,1117,71747,Atikokan,CA,ON,71747.0,CYIB,48.76,-91.63,389.0,America/Atikokan,2020-01-01,2022-09-20,2000-12-13,2022-09-18,2001-01-01,2022-01-01,591.3482699582223
61,71704,1094,71704,Sarnia,CA,ON,71704.0,,43.0,-82.31,181.0,America/Toronto,2020-01-01,2022-09-21,2009-12-17,2022-09-18,2010-01-01,2022-01-01,90.73837443356858
351,KHSI0,1086,KHSI0,Hastings / Ingleside,US,NE,,KHSI,40.6052,-98.4279,598.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,769.8916229613512
326,KGDB0,1081,KGDB0,Granite Falls / Lorne,US,MN,,KGDB,44.7533,-95.556,319.0,America/Chicago,2006-01-01,2022-09-22,2006-01-04,2022-04-24,2006-01-01,2022-01-01,618.1578322651296
64,71738,1076,71738,Wawa Airport,CA,ON,71738.0,CYXZ,47.97,-84.79,288.0,America/Nipigon,1977-07-01,2022-09-22,1977-01-01,2022-04-25,1977-01-01,2018-01-01,400.1235887662229
331,KGKJ0,1076,KGKJ0,Meadville / Onspaugh Corners,US,PA,,KGKJ,41.6265,-80.2147,426.0,America/New_York,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,186.5716260086677
364,KIKV0,1069,KIKV0,Ankeny / Oakwood Heights Mobile Home Park,US,IA,,KIKV,41.6911,-93.5665,277.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2011-01-01,2022-01-01,506.9777061692236
337,KGUS0,1067,KGUS0,Bunker Hill / Grissom Air Force Base,US,IN,,KGUS,40.6481,-86.1521,248.0,America/Indiana/Indianapolis,2006-01-01,2022-09-22,2008-01-09,2022-04-24,2008-01-01,2021-01-01,165.61314094379543
70,71751,1054,71751,Welcome Island,CA,ON,71751.0,CWEC,48.37,-89.12,211.0,America/Thunder_Bay,1996-11-01,2022-09-20,1967-05-01,2022-09-18,1967-01-01,2022-01-01,498.5189132930086
63,71733,1053,71733,"Gore Bay, Ontario",CA,ON,,CYZE,45.8833,-82.5667,193.0,America/Nipigon,1955-07-02,2022-09-22,1977-07-01,2022-09-18,1977-01-01,2022-01-01,259.43595000674213
371,KISW0,1042,KISW0,Wisconsin Rapids / Port Edwards,US,WI,,KISW,44.3603,-89.839,311.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,340.7391577390408
340,KGYL0,1040,KGYL0,Glencoe / Plato,US,MN,,KGYL,44.756,-94.0812,303.0,America/Chicago,2006-01-01,2022-09-22,2006-01-02,2022-04-24,2006-01-01,2022-01-01,547.6757786138156
82,72014,1035,72014,Sparland,US,IL,72014.0,KC75,41.02,-89.38,173.0,America/Chicago,2006-02-22,2022-09-22,2011-03-16,2022-04-25,2017-01-01,2022-01-01,303.2921070549521
102,72539,1033,72539,Capital City Airport,US,MI,72539.0,KLAN,42.7833,-84.5833,262.0,America/Detroit,1973-01-01,2022-09-22,1948-01-01,2022-09-14,1948-01-01,2022-01-01,57.67245151947908
353,KHYX0,1027,KHYX0,Saginaw / Robin Glen Mobile Home Community,US,MI,,KHYX,43.4334,-83.8623,183.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,83.76128516786304
348,KHJH0,1018,KHJH0,Hebron,US,NE,,KHJH,40.1523,-97.587,448.0,America/Chicago,2006-01-01,2022-09-22,2006-01-02,2022-04-24,2008-01-01,2022-01-01,734.6979730564813
324,KFXY0,1018,KFXY0,Forest City,US,IA,,KFXY,43.2348,-93.6241,375.0,America/Chicago,2009-07-14,2022-09-22,2009-07-16,2022-04-24,2015-01-01,2022-01-01,507.2317124980732
323,KFSW0,1017,KFSW0,Fort Madison / Summit (Historical),US,IA,,KFSW,40.6593,-91.3268,220.0,America/Chicago,2006-01-03,2022-09-22,2006-01-05,2022-04-24,2014-01-01,2021-01-01,408.0457676874495
67,71748,1015,71748,Atikokan,CA,MB,,CWCH,48.75,-91.6167,424.0,America/Atikokan,2001-09-16,2022-08-25,2005-01-01,2022-09-18,2006-01-01,2022-01-01,590.4285681515731
345,KHDE0,1015,KHDE0,Holdrege / Dewaynes Trailer Court,US,NE,,KHDE,40.4521,-99.3365,705.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2007-01-01,2022-01-01,818.8745599986039
62,71730,998,71730,Sudbury Airport,CA,ON,71730.0,CYSB,46.63,-80.8,348.0,America/Toronto,1955-07-02,2022-09-22,1954-02-09,2022-09-19,1954-01-01,2022-01-01,337.3305068646622
341,KGYY0,992,KGYY0,Gary / Clarke Junction,US,IN,,KGYY,41.6163,-87.4128,180.0,America/Chicago,2006-01-01,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,193.59383415480508
78,71851,986,71851,Portage Southport,CA,MB,71851.0,CYPG,49.9,-98.28,273.0,America/Winnipeg,1955-07-02,2022-09-21,1941-07-01,2022-09-17,1941-01-01,2022-01-01,874.6572491372044
352,KHYR0,985,KHYR0,Hayward,US,WI,,KHYR,46.0253,-91.4442,371.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,463.9000965001974
83,72019,982,72019,Munsing Lakeshore,US,MI,72019.0,KP53,46.4167,-86.65,187.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,323.3151623505829
329,KGGP0,979,KGGP0,Logansport,US,IN,,KGGP,40.7113,-86.3727,225.0,America/Indiana/Indianapolis,2011-10-28,2022-09-22,2011-10-29,2022-04-24,2012-01-01,2022-01-01,171.68247362934994
334,KGOV0,975,KGOV0,Grayling,US,MI,,KGOV,44.6803,-84.7289,353.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,176.6981195847053
325,KGAF0,963,KGAF0,Grafton,US,ND,,KGAF,48.4047,-97.3709,251.0,America/Chicago,2010-11-18,2022-09-22,2010-11-19,2022-04-24,2014-01-01,2022-01-01,787.526654164136
339,KGWR0,960,KGWR0,Gwinner,US,ND,,KGWR,46.2187,-97.6435,386.0,America/Chicago,2014-07-01,2022-09-22,2014-07-01,2022-04-24,2015-01-01,2022-01-01,741.9043545019839
71,71767,957,71767,Tobermory RCS,CA,ON,71767.0,CTTS,45.23,-81.63,214.0,America/Toronto,2007-02-28,2022-09-20,2007-01-25,2022-09-18,2007-01-01,2022-01-01,233.03691076018012
333,KGNA0,952,KGNA0,Grand Marais,US,MN,,KGNA,47.7472,-90.3444,186.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,499.7096577705648
81,72013,945,72013,Saratoga,US,IL,72013.0,KC09,41.43,-88.42,178.0,America/Chicago,2006-02-02,2022-09-22,2011-03-17,2022-04-25,2014-01-01,2022-01-01,247.3891730598649
343,KHCD0,934,KHCD0,Hutchinson / Heatwole,US,MN,,KHCD,44.8599,-94.3825,324.0,America/Chicago,2006-01-01,2022-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,563.8413121337281
346,KHHG0,928,KHHG0,Huntington / Simpson,US,IN,,KHHG,40.8529,-85.4571,246.0,America/Indiana/Indianapolis,2020-01-14,2022-09-22,2020-01-14,2022-04-24,2020-01-01,2021-01-01,129.6704507985875
74,71834,928,71834,Geraldton Airport,CA,ON,71834.0,CYGQ,49.78,-86.94,348.0,America/Toronto,1982-01-01,2022-08-26,1981-08-01,2022-09-13,1981-01-01,2022-01-01,543.9728705494583
68,71749,928,71749,"Thunder Bay, Ontario",CA,ON,71749.0,CYQT,48.3667,-89.3167,199.0,America/Thunder_Bay,1955-07-02,2022-09-22,1957-01-02,2022-04-25,1957-01-01,2022-01-01,503.4111789810183
342,KHAI0,877,KHAI0,Three Rivers / Meadow Lane Village Mobile Home Park,US,MI,,KHAI,41.9597,-85.5934,251.0,America/Detroit,2006-10-24,2022-09-22,2006-10-25,2022-04-24,2006-01-01,2022-01-01,96.71114378737998
69,71750,868,71750,Pukaskwa,CA,ON,71750.0,CWCJ,48.61,-86.29,192.0,America/Nipigon,2005-01-01,2022-09-22,1996-08-13,2022-09-18,1996-01-01,2022-01-01,458.03975053690016
72,71831,865,71831,Kapuskasing Airport,CA,ON,71831.0,CYYU,49.41,-82.47,226.0,America/Toronto,1950-01-01,2022-09-22,1937-04-01,2022-09-19,1937-01-01,2022-01-01,500.1498926824238
77,71850,864,71850,Kenora Airport,CA,ON,71850.0,CYQK,49.79,-94.36,410.0,America/Winnipeg,1955-07-04,2022-09-22,1938-08-26,2022-09-19,1938-01-01,2022-01-01,729.4595695973454
73,71832,853,71832,Nagagami,CA,ON,71832.0,CWNZ,49.75,-84.16,264.0,America/Nipigon,1982-01-01,2022-09-22,1982-01-01,2022-09-20,1982-01-01,2022-01-01,520.2404461080697
75,71840,851,71840,Deerwood RCS,CA,MB,71840.0,CXDW,49.4,-98.32,341.0,America/Winnipeg,2004-11-14,2022-09-22,2000-01-01,2022-09-18,2000-01-01,2022-01-01,858.5287061395345
80,71962,846,71962,Fort Frances RCS,CA,ON,71962.0,CTAG,48.65,-93.44,342.0,America/Winnipeg,2008-04-29,2022-09-20,2007-10-08,2022-09-18,2007-01-01,2022-01-01,646.477979942586
76,71849,833,71849,Winnipeg Airport CS,CA,MB,71849.0,,49.92,-97.25,239.0,America/Winnipeg,2001-09-16,2022-09-20,1996-10-01,2022-09-17,1996-01-01,2022-01-01,836.860088248876
84,72034,777,72034,Frankfort / Elberta,US,MI,72034.0,KFKS,44.6252,-86.2008,193.0,America/Detroit,2006-01-01,2022-09-22,2006-01-01,2022-04-25,2006-01-01,2022-01-01,206.77058119147733
338,KGWB0,731,KGWB0,Auburn / Saint Johns,US,IN,,KGWB,41.3072,-85.0644,268.0,America/Indiana/Indianapolis,2011-05-19,2022-09-22,2011-05-20,2022-04-24,2015-01-01,2022-01-01,92.93913078604272
79,71852,715,71852,Winnipeg Airport,CA,MB,71852.0,CYWG,49.9,-97.2333,239.0,America/Winnipeg,1955-07-02,2022-09-22,1938-01-03,2022-04-25,1938-01-01,2022-01-01,835.4658984485694
