Feature,Importance
temp_KEAU0,0.040002659519249535
temp_KMCW0,0.03618636579975456
temp_72644,0.03516645974057494
temp_KAIG0,0.03438825099513764
temp_KLNR0,0.03394969278622042
temp_KMFI0,0.03376733785201111
temp_KCWI0,0.03319026203050176
temp_KCWA0,0.02876754560166271
temp_KRRL0,0.027385959154085922
temp_KMIW0,0.021996534729491188
temp_72547,0.021699423811479154
temp_KCAV0,0.02137858218460651
temp_KPBH0,0.020329549880285923
temp_KD250,0.020315080839325823
temp_KISW0,0.01995795689053101
temp_KVOK0,0.019877139813774793
temp_KRGK0,0.019847759379883388
temp_KFKA0,0.01625495952711977
temp_72641,0.014936414551206461
temp_KRCX0,0.01437348692122462
temp_KPCZ0,0.014366251679487442
temp_KACQ0,0.014107731801692345
temp_KMDZ0,0.013316412775135145
temp_KRPJ0,0.013170005174772601
temp_KRYV0,0.012768959591838734
temp_72548,0.01243574930545419
temp_72645,0.011696877077011473
temp_KCLI0,0.01006812639639864
temp_74455,0.009874505120026229
temp_KPVB0,0.009654868678090756
temp_KOOA0,0.009040879257958701
temp_KAUM0,0.00859361609504939
temp_72545,0.008501116642929107
temp_KARV0,0.007860788429087912
temp_KLNL0,0.00781671874985687
temp_72643,0.007627145971101329
temp_KEGV0,0.007609120965216184
temp_KRNH0,0.007597038052394771
temp_KFFL0,0.00752339606078302
temp_KOTM0,0.007446678453929464
temp_KCAD0,0.007302746677691296
temp_KRHI0,0.007006219400858238
temp_KFFX0,0.006856410247782401
temp_KOVS0,0.006765698888532719
temp_KEZS0,0.006671426378664204
dwpt_KCBG0,0.006669333331922633
temp_KSTE0,0.006653835622651569
temp_KARR0,0.005712428895116559
temp_KAEL0,0.0053092863320024775
temp_KDPA0,0.004937736213639213
temp_KCCY0,0.004613545559368514
temp_KFLD0,0.004319990843986323
temp_KIFA0,0.004291792262844918
temp_KVTI0,0.003628185414350234
temp_KTKV0,0.0032960015010563156
temp_KEBS0,0.003240132845809911
temp_KAZO0,0.0032334116502664716
temp_KDEH0,0.0031787013303991923
temp_72549,0.003090641040192118
temp_KSQI0,0.0029822714368343095
temp_KBTL0,0.0029112274454431136
temp_72013,0.002679689096521547
temp_KFEP0,0.0025334410182997207
temp_72542,0.0023656869183916514
temp_KMPZ0,0.0023571932021221238
temp_KRQB0,0.002288201529748835
temp_KUNU0,0.0022576450609299702
temp_KMGG0,0.0020655220533910305
temp_KMQB0,0.002054166479361366
temp_72635,0.002018937772508672
temp_72543,0.0018580982156797216
temp_72544,0.0018337793861339011
temp_KMRJ0,0.0017124578799879763
temp_KFSW0,0.0016349301193749276
temp_KOCQ0,0.0016148032929730264
temp_KTNU0,0.0016072440864957082
temp_KACB0,0.001552624381472107
temp_KIMT0,0.00154252608954051
temp_KAWG0,0.0014699088485771788
temp_KHYR0,0.001460166599548393
temp_72535,0.001216333975878801
temp_KIWD0,0.0012090759699800817
temp_KIIB0,0.001192375698844981
temp_KPNT0,0.0011535806459886792
temp_KTOB0,0.0011274476771318215
temp_KMBL0,0.0011122931574420556
temp_KRZN0,0.001107069506843272
temp_KY510,0.0010911411473795544
temp_KCFE0,0.0010806187805402284
temp_KMKT0,0.000988964188963177
temp_KBRD0,0.0009884203757899925
temp_KXVG0,0.0009107233927767529
temp_KIRS0,0.0009055338251491529
temp_72546,0.0009025967738602263
temp_KAXA0,0.0008851188099401628
temp_KCKC0,0.000882246190877036
temp_KMUT0,0.0008813276203079061
temp_KIRK0,0.000877879307220949
temp_KIKV0,0.0008602516506105518
temp_KGOV0,0.000836600036484313
temp_KPEA0,0.0008277070613195276
temp_72655,0.0008106443535713018
temp_KLOT0,0.0007987826619436316
temp_KCOQ0,0.0007842497960949316
temp_72658,0.0007591261587052373
temp_KCMI0,0.0007496824209931673
pres_KBBW0,0.0007305020791054633
temp_KCIU0,0.0007096045103426669
temp_72745,0.0006540695844425263
temp_KSTP0,0.0006353543263221739
temp_KI750,0.00062178550507222
dwpt_KFXY0,0.0006137737644386062
temp_KPLN0,0.000592186119527952
temp_71748,0.0005730121951035228
temp_KGUS0,0.0005580764994846181
temp_72638,0.0005517377297245017
temp_KDNV0,0.0005468340156630426
temp_72014,0.000533516311100056
temp_KIOW0,0.000529096034497651
pres_KICR0,0.0005230318727757975
temp_72628,0.0005147464506975106
pres_KEAR0,0.0005024301243213342
temp_71435,0.0005019847033378616
dwpt_KFNB0,0.0004975676340563309
temp_KGSH0,0.0004874916752860829
temp_72532,0.00048016862093263544
temp_71962,0.00047013500290083983
temp_KRMY0,0.00046632041276432353
temp_KIKW0,0.0004557945290000221
temp_KHAI0,0.00045410276392665073
temp_KJVL0,0.0004539779610916631
pres_KHSI0,0.0004395048150107636
temp_KGGP0,0.0004309924825164674
temp_KVYS0,0.00040338330652229257
temp_KPDC0,0.00038569286236709693
temp_KBMI0,0.00038541872090873527
temp_KISQ0,0.0003820576938740511
temp_KCDD0,0.0003683024191916652
temp_KAMN0,0.0003677527851622252
pres_KODX0,0.0003653199214362981
temp_KLVN0,0.00036441986333747074
temp_74467,0.0003635037782282437
temp_71750,0.00035664354228874073
temp_KEFT0,0.00035417200679267817
temp_KARB0_y,0.00035303651060533724
dwpt_KAUM0,0.00034232289203172317
dwpt_KMCW0,0.0003375760232226792
pres_72552,0.0003255476589933744
dwpt_KSDA0,0.0003233689526639263
temp_KY700,0.00032016358102903347
temp_KOXI0,0.0003196760383283053
pres_71140,0.0003135288008689737
dwpt_KI750,0.0003119807963856616
temp_KARB0_x,0.0003023827124167305
temp_KMNM0,0.0002998043176924451
temp_72747,0.00029534561846881113
pres_KMHE0,0.000286204949145089
pres_71170,0.00028559568056070694
temp_71738,0.0002846281970588401
temp_KSPW0,0.0002842317129437884
temp_KHZX0,0.0002841345133771308
temp_71291,0.00028406043690928776
temp_KCFS0,0.0002814434408998949
temp_71449,0.00027805184561908146
pres_71840,0.0002765425772993406
temp_71831,0.0002719752116823015
temp_71739,0.00027073725687869595
temp_KOEB0,0.0002668220986497269
temp_KICL0,0.0002612987120158341
temp_KCKN0,0.00025978718427217666
temp_KMOP0,0.0002595799462857161
temp_KCQM0,0.0002577991541760228
dwpt_KLWD0,0.00025622806641389896
temp_KRRT0,0.00025585790579677484
temp_KFOZ0,0.0002501142429237985
temp_KADU0,0.0002499053296706001
temp_KGNA0,0.00024770922199489164
temp_KVTA0,0.000245940560181403
pres_72654,0.00024539599948329645
temp_KSFY0,0.00024538102512219976
temp_72755,0.0002450536383774858
dwpt_KRRT0,0.000242414772149088
temp_KORB0,0.00024045538391932576
temp_71642,0.00024041049342166766
temp_71667,0.00023866848833124622
pres_72659,0.00023780805613753694
temp_KJYM0,0.00023780515903358188
temp_KSGS0,0.00023642143354678507
temp_KEST0,0.00023614246700015524
temp_72533,0.0002315255229932042
dwpt_KCCY0,0.00023121929855805475
dwpt_72549,0.0002303934934597551
pres_KYKN0,0.00022923872678703771
dwpt_KFRM0,0.0002282632737841362
temp_KHIB0,0.00022746014573642658
temp_71832,0.00022597618007743858
temp_KFCM0,0.0002238123169414332
temp_KGWB0,0.0002237416263551395
temp_71834,0.00022130659140302526
temp_CYSP0,0.00021838257538967223
pres_71564,0.00021670912647554704
temp_KLYV0,0.00021664408803189313
temp_KASX0,0.00021623228029410597
temp_KAFJ0,0.00021479102334316793
pres_71148,0.0002136644162796781
pres_71660,0.0002122803840503401
temp_KFXY0,0.00020763474365037595
temp_71260,0.00020690342338536448
temp_KRDK0,0.0002044614443058626
pres_KJMS0,0.00020441867445678897
pres_72556,0.00020377308560095474
temp_KDKB0,0.00020309481790547614
temp_71301,0.00020179410137774394
temp_71749,0.00019922141340173762
temp_KRZL0,0.0001966034961280549
temp_KS320,0.00019619044142195547
temp_KPKD0,0.00019394494529704703
temp_KGLR0,0.00019046525501086248
temp_KOKK0,0.00018884666339571258
pres_KATY0,0.00018744606008961687
temp_71299,0.00018624983665794652
temp_KIKK0,0.00018607435683840886
temp_KPNM0,0.00018516606091961002
pres_72551,0.00018498065839145014
temp_KBWP0,0.0001839457162695809
temp_CACQ0,0.0001820753606081044
temp_KYIP0,0.000180296045427255
temp_KTWM0,0.00018028564222095697
temp_KSLH0,0.0001800427850791015
pres_71441,0.00017931151881452376
temp_KTYQ0,0.0001769194241765194
pres_71851,0.00017672208926596396
dwpt_KBDE0,0.0001756317654863195
temp_71368,0.0001753168760464866
dwpt_KFSE0,0.000175299352558448
temp_72744,0.00017519420490492798
pres_71849,0.0001747151885000272
temp_72531,0.00017407202011568868
temp_KBCK0,0.0001728841274109779
temp_71582,0.00017165163186320747
pres_CACQ0,0.00017113140131167759
temp_72734,0.0001710998645989861
temp_71559,0.00017030434678882875
temp_KMZH0,0.00016916041125963208
temp_KSJX0,0.00016883965188303353
temp_KAMW0,0.00016630154029527572
temp_KEKM0,0.00016544461300110473
pres_KGKJ0,0.00016416640339526116
temp_KDVP0,0.0001640567623463294
temp_KMZZ0,0.00016150720465762667
temp_KBAX0,0.00016122622413930455
dwpt_71660,0.00016114576464801793
dwpt_72755,0.0001607777718536043
rhum_CACQ0,0.00016059902442829973
temp_KEOK0,0.00015918302481094545
temp_KLAF0,0.0001572374479840549
temp_KCKP0,0.00015720544125026614
temp_KBDE0,0.00015524274842961433
temp_KMGN0,0.00015492483473586555
