time,temp
2022-09-01 00:00:00,22.79999999999999
2022-09-01 01:00:00,18.415
2022-09-01 02:00:00,16.760000000000005
2022-09-01 03:00:00,16.146
2022-09-01 04:00:00,15.492000000000004
2022-09-01 05:00:00,14.757999999999996
2022-09-01 06:00:00,14.418999999999999
2022-09-01 07:00:00,14.005999999999997
2022-09-01 08:00:00,13.518999999999998
2022-09-01 09:00:00,13.630000000000003
2022-09-01 10:00:00,13.031000000000004
2022-09-01 11:00:00,13.176000000000002
2022-09-01 12:00:00,15.940000000000005
2022-09-01 13:00:00,19.299999999999994
2022-09-01 14:00:00,21.984000000000005
2022-09-01 15:00:00,24.13500000000001
2022-09-01 16:00:00,25.214999999999996
2022-09-01 17:00:00,25.705000000000005
2022-09-01 18:00:00,26.188000000000006
2022-09-01 19:00:00,26.56900000000001
2022-09-01 20:00:00,26.864
2022-09-01 21:00:00,26.61
2022-09-01 22:00:00,26.389
2022-09-01 23:00:00,25.11799999999999
2022-09-02 00:00:00,21.590000000000003
2022-09-02 01:00:00,20.487
2022-09-02 02:00:00,17.918999999999997
2022-09-02 03:00:00,16.813999999999993
2022-09-02 04:00:00,15.978999999999994
2022-09-02 05:00:00,15.533
2022-09-02 06:00:00,15.269999999999996
2022-09-02 07:00:00,14.623000000000001
2022-09-02 08:00:00,13.818000000000008
2022-09-02 09:00:00,13.921
2022-09-02 10:00:00,13.324000000000002
2022-09-02 11:00:00,13.879000000000001
2022-09-02 12:00:00,17.038999999999994
2022-09-02 13:00:00,20.097999999999985
2022-09-02 14:00:00,23.35200000000001
2022-09-02 15:00:00,25.362999999999996
2022-09-02 16:00:00,26.357000000000014
2022-09-02 17:00:00,27.075000000000003
2022-09-02 18:00:00,28.091000000000026
2022-09-02 19:00:00,28.31200000000001
2022-09-02 20:00:00,28.164000000000016
2022-09-02 21:00:00,27.92400000000002
2022-09-02 22:00:00,27.297000000000008
2022-09-02 23:00:00,25.793000000000006
2022-09-03 00:00:00,23.314
2022-09-03 01:00:00,21.598999999999993
2022-09-03 02:00:00,20.67600000000001
2022-09-03 03:00:00,20.083000000000006
2022-09-03 04:00:00,19.710000000000008
2022-09-03 05:00:00,19.69
2022-09-03 06:00:00,19.233
2022-09-03 07:00:00,19.107000000000003
2022-09-03 08:00:00,18.4
2022-09-03 09:00:00,18.128000000000007
2022-09-03 10:00:00,18.02
2022-09-03 11:00:00,18.061999999999998
2022-09-03 12:00:00,19.721
2022-09-03 13:00:00,21.300000000000004
2022-09-03 14:00:00,23.768999999999995
2022-09-03 15:00:00,25.322000000000003
2022-09-03 16:00:00,26.500999999999998
2022-09-03 17:00:00,27.341000000000005
2022-09-03 18:00:00,27.347000000000012
2022-09-03 19:00:00,27.535
2022-09-03 20:00:00,27.512000000000004
2022-09-03 21:00:00,27.381
2022-09-03 22:00:00,27.224
2022-09-03 23:00:00,25.611999999999995
2022-09-04 00:00:00,23.773999999999997
2022-09-04 01:00:00,22.322000000000013
2022-09-04 02:00:00,21.122
2022-09-04 03:00:00,20.258000000000003
2022-09-04 04:00:00,20.151000000000007
2022-09-04 05:00:00,19.143000000000004
2022-09-04 06:00:00,18.216000000000005
2022-09-04 07:00:00,18.017
2022-09-04 08:00:00,17.443999999999996
2022-09-04 09:00:00,16.412
2022-09-04 10:00:00,16.284000000000006
2022-09-04 11:00:00,15.746999999999993
2022-09-04 12:00:00,16.476
2022-09-04 13:00:00,19.076000000000008
2022-09-04 14:00:00,21.480000000000004
2022-09-04 15:00:00,22.440000000000005
2022-09-04 16:00:00,23.55099999999999
2022-09-04 17:00:00,24.494000000000007
2022-09-04 18:00:00,24.493000000000002
2022-09-04 19:00:00,24.439999999999994
2022-09-04 20:00:00,24.563999999999997
2022-09-04 21:00:00,24.26
2022-09-04 22:00:00,23.51800000000001
2022-09-04 23:00:00,22.955000000000005
2022-09-05 00:00:00,20.605000000000004
2022-09-05 01:00:00,19.467
2022-09-05 02:00:00,18.201000000000008
2022-09-05 03:00:00,17.065999999999995
2022-09-05 04:00:00,15.916999999999998
2022-09-05 05:00:00,15.338000000000001
2022-09-05 06:00:00,15.083
2022-09-05 07:00:00,14.559
2022-09-05 08:00:00,14.716
2022-09-05 09:00:00,14.69
2022-09-05 10:00:00,14.364999999999995
2022-09-05 11:00:00,14.541999999999998
2022-09-05 12:00:00,14.761000000000003
2022-09-05 13:00:00,16.570999999999998
2022-09-05 14:00:00,17.75000000000001
2022-09-05 15:00:00,19.53700000000001
2022-09-05 16:00:00,20.049
2022-09-05 17:00:00,20.974999999999994
2022-09-05 18:00:00,21.853999999999996
2022-09-05 19:00:00,22.06400000000001
2022-09-05 20:00:00,22.164
2022-09-05 21:00:00,21.822999999999997
2022-09-05 22:00:00,21.85800000000001
2022-09-05 23:00:00,20.475999999999996
2022-09-06 00:00:00,18.755999999999997
2022-09-06 01:00:00,17.69000000000001
2022-09-06 02:00:00,17.969
2022-09-06 03:00:00,17.141000000000012
2022-09-06 04:00:00,16.67900000000001
2022-09-06 05:00:00,15.867999999999997
2022-09-06 06:00:00,15.624999999999995
2022-09-06 07:00:00,15.161000000000001
2022-09-06 08:00:00,15.309000000000001
2022-09-06 09:00:00,15.126999999999994
2022-09-06 10:00:00,15.021999999999991
2022-09-06 11:00:00,15.221999999999996
2022-09-06 12:00:00,16.599999999999998
2022-09-06 13:00:00,17.771999999999995
2022-09-06 14:00:00,18.886000000000003
2022-09-06 15:00:00,20.183000000000007
2022-09-06 16:00:00,21.071000000000005
2022-09-06 17:00:00,22.136999999999997
2022-09-06 18:00:00,23.265000000000008
2022-09-06 19:00:00,23.326999999999995
2022-09-06 20:00:00,23.452999999999996
2022-09-06 21:00:00,23.436999999999994
2022-09-06 22:00:00,23.04
2022-09-06 23:00:00,21.718000000000004
2022-09-07 00:00:00,20.009999999999994
2022-09-07 01:00:00,17.938000000000002
2022-09-07 02:00:00,17.569
2022-09-07 03:00:00,17.032999999999998
2022-09-07 04:00:00,16.67199999999999
2022-09-07 05:00:00,16.028999999999996
2022-09-07 06:00:00,15.226
2022-09-07 07:00:00,15.27999999999999
2022-09-07 08:00:00,15.100999999999992
2022-09-07 09:00:00,14.584999999999994
2022-09-07 10:00:00,14.669999999999993
2022-09-07 11:00:00,14.658
2022-09-07 12:00:00,15.603
2022-09-07 13:00:00,17.987
2022-09-07 14:00:00,19.972000000000005
2022-09-07 15:00:00,21.79
2022-09-07 16:00:00,22.88300000000001
2022-09-07 17:00:00,24.325
2022-09-07 18:00:00,24.688000000000002
2022-09-07 19:00:00,25.332999999999988
2022-09-07 20:00:00,24.92199999999999
2022-09-07 21:00:00,24.628999999999987
2022-09-07 22:00:00,24.296999999999983
2022-09-07 23:00:00,23.350000000000005
2022-09-08 00:00:00,20.423000000000005
2022-09-08 01:00:00,18.673
2022-09-08 02:00:00,17.470999999999993
2022-09-08 03:00:00,16.325
2022-09-08 04:00:00,15.255000000000004
2022-09-08 05:00:00,14.383000000000004
2022-09-08 06:00:00,13.89
