Feature,Importance
temp_KISW0,0.05028531896990663
temp_72741,0.04435494550849216
temp_KTOB0,0.03885483956239575
temp_KMFI0,0.037327873059029716
temp_KD250,0.03674266970774281
temp_KRHI0,0.032733011638091614
temp_KLNL0,0.029050068405348833
temp_KC350,0.028725736456912662
temp_KARV0,0.028720284378122907
temp_KFKA0,0.028611765416940757
temp_KRCX0,0.026870861586221387
temp_KCWA0,0.024224658464030602
temp_KPCZ0,0.021600948453432623
temp_KY510,0.021507826286182898
temp_KPBH0,0.017424203220574204
temp_KJYG0,0.015514339456063743
temp_KUBE0,0.015131709441937473
temp_KCLI0,0.014755022108883804
temp_KIMT0,0.014716503512275502
temp_KSTE0,0.014509951619567413
temp_KLNR0,0.01443229260543332
temp_KATW0,0.01441219763615804
temp_KEZS0,0.014401235056989212
temp_KPNM0,0.014342201467189963
temp_KC290,0.010560063649576894
temp_72644,0.008803839775737161
temp_KAUM0,0.008555240400520189
temp_KMKT0,0.008114207425542138
temp_KAIG0,0.008050385141855736
temp_KEGV0,0.008022367410940857
temp_72548,0.00789536332747099
temp_KRNH0,0.007785434093513159
temp_KMGG0,0.007666006809815215
temp_72628,0.007514585302668
temp_72743,0.007395241468621858
temp_KONA0,0.007283899760705061
temp_KMML0,0.00723680414713166
temp_KRPD0,0.00721113893521647
temp_KLVN0,0.007203441111607843
temp_KJMR0,0.0071619553917996355
temp_KEAU0,0.007159032566373728
temp_KROS0,0.007157766007082965
temp_KDLL0,0.007150876894615598
temp_72641,0.007126614943382571
temp_KSAZ0,0.007102532370448663
temp_KHYR0,0.006386280678138038
temp_KMCW0,0.006094181569627097
temp_KSQI0,0.005967937580066514
temp_KCWI0,0.005792245326005237
temp_74455,0.00559898646478451
temp_KHPT0,0.005140890272339027
temp_KOLG0,0.004879905557527234
temp_KIIB0,0.003997077235057049
temp_KBUU0,0.003862953867259238
temp_71747,0.0038436622018461503
temp_KMXO0,0.003607066787596598
temp_72634,0.0035701857081373023
temp_KTWM0,0.003353565790727758
temp_KFXY0,0.0033282267244323935
temp_KAEL0,0.0032577951596169294
temp_KCAD0,0.0032201257409402006
temp_KAZO0,0.003105504824507983
temp_KARR0,0.003073615521129967
temp_72545,0.003057537582920499
temp_KJVL0,0.003033784225093958
temp_71748,0.002897303063704001
temp_KACQ0,0.0024977677772922862
temp_KTKV0,0.0022917761389178825
temp_KUES0,0.002138059482457169
temp_KACB0,0.0019917620793964267
temp_KY230,0.0019408300767842406
temp_KCQM0,0.0018843494171604388
temp_72542,0.0018807715858982937
temp_KELO0,0.0018652801034609284
temp_KCKC0,0.001599113684610828
temp_72544,0.0015808008530989628
temp_KOVS0,0.0014661534745515955
temp_KMDZ0,0.0014549615495536852
temp_72547,0.0014124470054896132
temp_71435,0.001403170030010306
temp_72543,0.0013922346722115445
temp_71655,0.0012889120110585177
temp_KIRK0,0.0012717365603744572
temp_KGOV0,0.0012458324898128412
temp_KCDD0,0.00122563638252708
temp_KBCK0,0.0011898221007564764
temp_KVOK0,0.0011011532357702784
temp_KDPA0,0.00097422029721409
temp_KCOQ0,0.0009170920350998643
temp_KORB0,0.0009117970467542154
temp_KAXA0,0.0008880550283877159
temp_KVYS0,0.0008525047028014189
temp_KUSE0,0.0008292246094774873
temp_KFRM0,0.0008231506598249082
temp_KMZH0,0.0007896738146776732
temp_72635,0.0007710568620935554
temp_KPNT0,0.0007667134293011381
temp_KBIV0,0.0007114982612028938
temp_KPVB0,0.0007078026686808789
temp_KAMN0,0.0006900964627366467
temp_KY700,0.0006898592689779657
temp_KXVG0,0.0006702257783601488
temp_KRPJ0,0.0006607567856633756
temp_KGLR0,0.0006488916170857424
temp_KPWC0,0.000608036057053268
temp_72658,0.0006003693715784772
temp_KCFE0,0.0005914889854571171
dwpt_72644,0.0005909433896914123
temp_72549,0.0005847711935800117
temp_KHIB0,0.0005751173417662143
temp_KSPW0,0.0005750468758515449
temp_KCAV0,0.0005711860146493925
temp_KRGK0,0.0005617623644921517
temp_KMBL0,0.0005168660274949485
temp_KULM0,0.0005079926265171033
temp_KAMW0,0.0004963831725530683
temp_KBTL0,0.00044329133727299594
temp_KEST0,0.00044163303911825907
temp_KOTM0,0.0004354361101238196
temp_KGDB0,0.00043181398836086317
temp_KPJC0,0.00042662243808163676
temp_KHZX0,0.0004220222981123363
temp_1JWST,0.00041482983745833854
pres_KHJH0,0.00040236250558856
temp_KMCX0,0.000390269710966176
temp_9W5OW,0.0003789339167900584
temp_KRYV0,0.00037598740608771753
temp_UJHR7,0.00037089447792305695
temp_KIWD0,0.0003651840076369101
pres_KHDE0,0.00036260281001938177
temp_KCMI0,0.0003583396533959308
temp_72034,0.0003557064067986621
temp_KMQB0,0.00034718497228554526
temp_KIFA0,0.0003309787147135609
temp_72638,0.0003279347436315943
temp_KEBS0,0.00032206535063927376
temp_KOOA0,0.00032175425524962856
temp_KASX0,0.0003156372090642429
temp_3S56J,0.0003112452685266252
temp_KDNV0,0.0003076775160619831
temp_KGPZ0,0.00030687474527415294
temp_KMIC0,0.0003035166457848758
temp_KCMY0,0.0002981321150617573
temp_KRZN0,0.00027987757254830444
temp_KARB0_x,0.00027950944247185494
temp_KSTP0,0.0002792396196541404
temp_KARB0_y,0.0002752732350206508
temp_CYSP0,0.0002713638585756163
temp_KMUT0,0.0002692584474419051
temp_KY310,0.0002667031301122592
temp_72535,0.0002666750462827563
pres_KHSI0,0.00026531124926979465
temp_KFFL0,0.00025780979913215066
pres_KJYR0,0.0002555086466029367
pres_KLXN0,0.00025204426182572743
temp_72643,0.0002478248674431933
temp_JXPVQ,0.0002462491006200789
temp_KRQB0,0.00023989002162967516
temp_KOVL0,0.00023666123158136296
temp_KMVE0,0.00023661206813994557
temp_KEVM0,0.0002356782590420674
dwpt_KHPT0,0.0002307255918038093
rhum_72656,0.00022819206128595605
temp_KAIT0,0.00022702954116214625
temp_KFKR0,0.0002265733102933332
temp_72532,0.00022349912204911145
temp_71738,0.00022274331951381937
temp_21O3U,0.00022108511122668443
temp_KOLZ0,0.0002161990993754069
temp_KEFT0,0.00021488473397052155
temp_KMIW0,0.00021455086362769143
temp_KI740,0.0002141924744944797
temp_KOEB0,0.0002085055192939811
pres_KAFK0,0.0001975899316120965
rhum_KMNN0,0.00019653557183645076
temp_72557,0.00019410822421749924
prcp_72554,0.0001934757194184089
temp_KDXX0,0.00019262296209022553
temp_72540,0.00018923905275468214
pres_71660,0.0001882433391521915
temp_KAWG0,0.0001857904251047564
temp_KOWA0,0.00018570485918601806
temp_72650,0.0001844080113860309
temp_KOXV0,0.0001823927325016304
temp_KBAX0,0.00018229186492801003
temp_71840,0.00018163630366674458
pres_KAHQ0,0.00018152065998499738
temp_KY500,0.00017828496772216278
dwpt_GCHAU,0.0001766328250185078
temp_KD390,0.00017477206956225422
temp_KPLN0,0.0001728552955138953
temp_71962,0.00017182115800878155
temp_KFCM0,0.00017045373833475864
temp_71834,0.00016996189736640728
temp_HIIF6,0.0001673718723180616
pres_KANW0,0.00016687698423705229
temp_KCIU0,0.00016513941129506538
temp_KFFX0,0.00016397594428879596
temp_KICL0,0.00016380212000310847
temp_72747,0.00016368797018755243
pres_72656,0.00016168515078196933
temp_KFBL0,0.00015975411340488373
temp_KIGQ0,0.00015966196726428203
temp_UV7W2,0.00015849613020775568
temp_D454J,0.00015844775143523688
pres_KBIE0,0.00015616712273590103
temp_72645,0.00015478179261065706
temp_71579,0.0001523369592676936
temp_72637,0.00015123126144241306
temp_KD550,0.00014954114812724967
temp_20QWH,0.00014862471459923008
rhum_CACQ0,0.00014736436489533376
dwpt_KMCW0,0.00014328754667031635
temp_71298,0.0001383437362214922
pres_KEAR0,0.00013823362907636286
temp_KSGS0,0.0001377143854688996
temp_KGWB0,0.00013716377954768857
temp_KCCY0,0.00013552790581842353
pres_KONL0,0.0001349435001898016
temp_KIOW0,0.00013110563817104375
temp_72648,0.00013035062051638754
temp_KDKB0,0.00012981350200777546
temp_72755,0.00012928233388146887
temp_L1YUU,0.00012680075800513963
temp_FT7VY,0.00012619995860509357
temp_KBDH0,0.00012586722330460107
temp_72639,0.00012580283254605957
pres_KFET0,0.00012574556674094944
temp_KY490,0.0001252855773597979
temp_71564,0.00012481155387333837
temp_KAFJ0,0.00012340613316670485
dwpt_71849,0.00012286722919588206
temp_72019,0.0001226988667867819
temp_KHAI0,0.00012212207624883101
temp_KC650,0.00012155972203125169
dwpt_NCUQS,0.00012083941505526159
temp_KBJJ0,0.00011951308614135117
temp_72539,0.00011944818722454527
pres_KBVI0,0.00011942497486540846
temp_KFEP0,0.00011889300272765998
temp_KVTI0,0.00011776648288307388
temp_MUKMN,0.00011741732065258572
temp_KVES0,0.00011722206254544641
temp_72659,0.00011689130217854525
temp_KBMI0,0.00011666766717720529
dwpt_MUKMN,0.00011608484530460852
temp_71849,0.00011549098409766793
pres_KMLE0,0.00011458683576014195
temp_KPLD0,0.00011405151568242354
temp_KADG0,0.00011268074586224164
rhum_KOSU0,0.00011254637693637095
wdir_72420,0.00011190766645337892
temp_KCKP0,0.00011187151624846557
temp_KAQP0,0.00011155406969276024
dwpt_71660,0.00010937167519681631
pres_HEZQT,0.00010933595989294346
temp_KBBB0,0.000108781669963378
temp_KTKC0,0.00010708286049297512
temp_KVNW0,0.00010700790146956691
temp_71852,0.00010667558328180994
temp_72533,0.00010592238563959698
dwpt_71852,0.00010589796091711855
temp_KMNN0,0.00010582420959496586
temp_72546,0.00010571833517712013
pres_KICR0,0.0001043459891617214
temp_KEDJ0,0.0001029746210882759
temp_FO7ZN,0.00010262980820082374
pres_KBVN0,0.00010231638532340055
pres_72653,0.00010226698164111414
rhum_KDFI0,0.00010215308484958296
temp_KTVC0,0.00010129613791438055
temp_KOCQ0,0.00010082843101652158
dwpt_71840,0.00010033498486149796
pres_KFNB0,0.00010002818104560558
temp_71642,9.962581683729372e-05
temp_KGFK0,9.956332619925963e-05
temp_0CNUO,9.814897244075742e-05
temp_CACQ0,9.757445872097077e-05
temp_KLAF0,9.55285377331196e-05
temp_KHZY0,9.491019585609233e-05
temp_KRDK0,9.485986681506112e-05
pres_72516,9.381308128655902e-05
pres_KBTA0,9.341549207828093e-05
dwpt_KBIE0,9.172190510142032e-05
temp_KUCP0,9.142921355463823e-05
temp_71582,9.138074769465749e-05
temp_KATY0,9.132659164655942e-05
wdir_KCNC0,9.128150732901267e-05
temp_72521,9.061778112189902e-05
pres_72550,9.028044689276315e-05
temp_KSFY0,9.006646384475444e-05
dwpt_KAEL0,8.967840526265136e-05
temp_V5792,8.936397405060572e-05
temp_71851,8.908777781428455e-05
temp_KC620,8.872268431215696e-05
temp_KBNW0,8.823515792312228e-05
temp_KVTA0,8.691534800004457e-05
temp_7ZTNB,8.661831828927602e-05
rhum_KFSE0,8.65836741699142e-05
temp_KMGN0,8.645674001599401e-05
rhum_72743,8.509059403232097e-05
temp_93RHE,8.505382216522869e-05
temp_71631,8.482732207539289e-05
temp_KTNU0,8.473139225925774e-05
temp_QHA0T,8.314969289862639e-05
temp_71850,8.314263269991406e-05
temp_KOKK0,8.308169492222057e-05
pres_KTQE0,8.277528065353641e-05
dwpt_HIIF6,8.241430250696369e-05
pres_7FZD7,8.235132935240891e-05
temp_72654,8.181863621222088e-05
temp_71632,8.162599485409294e-05
temp_KPEX0,8.162259814796639e-05
rhum_K4I30,8.042773795839876e-05
pres_K46D0,8.041307939044462e-05
pres_71140,8.018327784642073e-05
temp_KOWX0,7.985500516126245e-05
temp_KSHL0,7.964099500740564e-05
rhum_KPJC0,7.957071233109886e-05
pres_72525,7.934981985449891e-05
rhum_KAKR0,7.9332113432018e-05
temp_71739,7.910620283703201e-05
temp_GCHAU,7.888969865223207e-05
dwpt_71851,7.877937355747494e-05
temp_71368,7.840837817644659e-05
temp_KTQE0,7.82601402159833e-05
temp_KHHG0,7.779618636849171e-05
rhum_72521,7.744383401171375e-05
temp_IU5MI,7.740917618545363e-05
temp_KMIE0,7.729634397614204e-05
temp_KLWA0,7.689323937221534e-05
temp_KPOV0,7.638687182873873e-05
temp_KPHN0,7.622797985131865e-05
pres_CACQ0,7.618460096718894e-05
dwpt_71564,7.596925167627158e-05
wdir_71462,7.544463502583337e-05
temp_74467,7.49736869433381e-05
temp_KFPK0,7.44732918063185e-05
wdir_71748,7.313838049133842e-05
pres_KAFJ0,7.273144355883547e-05
temp_KSLB0,7.238461445004822e-05
temp_KIRS0,7.207073399242785e-05
dwpt_71579,7.185854394029083e-05
pres_KEVU0,7.185244346312767e-05
dwpt_K46D0,7.167582041277628e-05
dwpt_71738,7.118055258330978e-05
dwpt_KIMT0,7.078604877941728e-05
dwpt_HEZQT,7.063107678534628e-05
temp_KIKW0,7.05889653666932e-05
pres_71273,7.043951577498696e-05
dwpt_71147,7.031522866642624e-05
temp_KOSC0,7.030800092791855e-05
pres_KAUH0,7.006302502809578e-05
temp_KMOP0,6.994336941107214e-05
temp_0CO7B,6.985030009924408e-05
pres_I0EZ7,6.984713630882047e-05
dwpt_KD550,6.982193339227003e-05
rhum_71704,6.976287139535835e-05
pres_KBAC0,6.942182737558632e-05
temp_KLWD0,6.919435673803758e-05
pres_72552,6.908622432065487e-05
wdir_KLXL0,6.908250346746551e-05
temp_KBKX0,6.891072243015528e-05
temp_K2C80,6.884598645358606e-05
rhum_D454J,6.853441639617185e-05
temp_KLNN0,6.811611772453473e-05
pres_KBBW0,6.807935291263532e-05
temp_KCNB0,6.741492805309795e-05
temp_72014,6.707832058151944e-05
temp_72420,6.660516221536666e-05
temp_72651,6.603867804598392e-05
temp_KMRT0,6.589544895169165e-05
temp_DCBG8,6.585260769766833e-05
dwpt_KEBS0,6.543515161334524e-05
dwpt_72650,6.509951292507612e-05
temp_KDNS0,6.502011808494488e-05
temp_N74GR,6.500512871990014e-05
dwpt_KLVN0,6.487658446172558e-05
wspd_20QWH,6.485243688263811e-05
temp_72734,6.453364004795428e-05
pres_K06D0,6.452917703141494e-05
dwpt_KEVU0,6.376771679022527e-05
temp_71147,6.351994393900288e-05
temp_71301,6.337716921803108e-05
pres_71170,6.32486901580869e-05
temp_DRPUK,6.296165963697507e-05
pres_KD550,6.25787952532125e-05
wdir_LII7V,6.231209266921809e-05
dwpt_DCBG8,6.224424869849388e-05
temp_72655,6.21186528109168e-05
dwpt_SJZBK,6.189240426136356e-05
wdir_71468,6.174215972391689e-05
wdir_KBFW0,6.152008530908883e-05
wdir_K4I30,6.149984337373557e-05
rhum_72536,6.143299453950642e-05
pres_KAIO0,6.121329660132888e-05
temp_KFDY0,6.110915218800117e-05
pres_SJZBK,6.1007001231332094e-05
temp_ZFZUV,6.1003351743478526e-05
temp_KADU0,6.0911709615072405e-05
wdir_KPKD0,6.05784238845524e-05
rhum_KPKD0,6.036646751920343e-05
temp_KENW0,6.007547021517734e-05
temp_KGSH0,5.99846501045111e-05
temp_KANQ0,5.9917096521057174e-05
rhum_KAOH0,5.988541829353924e-05
temp_71291,5.987826085363402e-05
temp_KHNR0,5.955574496880793e-05
rhum_72420,5.952456405834444e-05
temp_4DUJO,5.949699436702861e-05
rhum_KOKK0,5.94186794388659e-05
temp_71623,5.8981907936480546e-05
wdir_IU5MI,5.889524566967317e-05
temp_KPHD0,5.874392133673272e-05
temp_MAU7O,5.867827704543224e-05
dwpt_ZFZUV,5.866996072346016e-05
pres_KPMV0,5.8661748336419524e-05
temp_71559,5.8534657453642166e-05
rhum_KJKJ0,5.813058437771146e-05
dwpt_KFNB0,5.7779557609078706e-05
rhum_72650,5.7592794316453886e-05
dwpt_KRDK0,5.746855916202526e-05
dwpt_KFSW0,5.7341243632809814e-05
dwpt_72549,5.7091427579507776e-05
rhum_UV7W2,5.700794417375105e-05
pres_72556,5.642440026148014e-05
temp_KBRD0,5.613058652796912e-05
dwpt_KHJH0,5.595533683595743e-05
temp_71468,5.591594644782866e-05
temp_K7B4X,5.586009402127973e-05
dwpt_KEOK0,5.5739246132103234e-05
rhum_KEAR0,5.5572465426707824e-05
temp_KRRL0,5.546560112994838e-05
wdir_KLXN0,5.509522407892768e-05
temp_KFOZ0,5.509124317011994e-05
pres_71851,5.4967459751279294e-05
rhum_KY310,5.470135649077204e-05
temp_KAIO0,5.4429237045919355e-05
temp_KAXN0,5.416562855121276e-05
rhum_KAXV0,5.385108839409073e-05
dwpt_KFXY0,5.369443177971939e-05
temp_KD950,5.361863920649622e-05
rhum_71273,5.355047565030861e-05
dwpt_QHA0T,5.354030433621818e-05
pres_KBJJ0,5.347483666370993e-05
rhum_KACB0,5.293949735173101e-05
rhum_KDTL0,5.2794996901745164e-05
rhum_KBVI0,5.2777621919724324e-05
pres_KODX0,5.254161153284604e-05
temp_KDEH0,5.246588184786973e-05
temp_9H92X,5.246178379297836e-05
dwpt_71850,5.241050964865204e-05
dwpt_KSLB0,5.216199371046742e-05
rhum_71301,5.1964013178972154e-05
temp_72516,5.188189413660083e-05
temp_72526,5.1821100560028055e-05
temp_71299,5.163450967195158e-05
pres_KHNR0,5.136994647830374e-05
temp_KMDS0,5.123570151661132e-05
dwpt_KIFA0,5.1022197765419425e-05
rhum_KLXN0,5.05384276192439e-05
pres_KMDS0,5.041889305163454e-05
temp_KBDE0,5.030411389241218e-05
pres_72551,5.022424256401315e-05
pres_KLRJ0,5.016131033558887e-05
wdir_KPNM0,5.006140846069984e-05
pres_KPJC0,5.002583478300505e-05
dwpt_KAIO0,5.000828868715235e-05
dwpt_N74GR,4.99045659776965e-05
rhum_KICR0,4.9813016928164835e-05
dwpt_72014,4.976426269525338e-05
temp_72744,4.975439164372537e-05
temp_KPQN0,4.966155976933342e-05
temp_72013,4.965592787385686e-05
temp_CXQT0,4.94086273464172e-05
dwpt_71273,4.9184442956857665e-05
temp_KFFM0,4.876096801138368e-05
temp_71730,4.8700972713181504e-05
rhum_KAFJ0,4.8658874848388374e-05
temp_K4R50,4.862364321225738e-05
temp_KVVV0,4.8274284110995525e-05
temp_71273,4.795737180990579e-05
rhum_KY630,4.7948451755402606e-05
dwpt_K06D0,4.7922208976872624e-05
temp_KCFS0,4.781661005101867e-05
